review_id,source,post_date,rating,theme,theme_name,is_question,text,tokens,token_text,sentiment,sent_band,lda_topic,rating_num,mined_theme
R0041,App Store,2025-08-26,5.0,inventory,多平台库存不同步/超卖,0,求助，多平台多仓统一管库存之后，再没出现超卖纠纷,"['多仓', '统一', '库存', '出现', '超卖', '纠纷']",多仓 统一 库存 出现 超卖 纠纷,0.055,负面,其他使用体验,5.0,多平台库存/超卖
R0773,小红书,2025-03-30,4.0,logistics,物流单号同步慢/回传失败,0,物流同步基本能用，就是邮政小包偶尔慢一点，手动刷新就好 有没有同款情况的卖家,"['物流', '同步', '基本', '邮政', '小包', '偶尔', '一点', '刷新', '有没有']",物流 同步 基本 邮政 小包 偶尔 一点 刷新 有没有,0.013,负面,物流同步与回传,4.0,物流同步与回传
R0684,华为应用市场,2025-05-28,5.0,logistics,物流单号同步慢/回传失败,0,批量打单加自动回传，旺季一天三千单也没出错，有用点个赞,"['批量', '打单', '回传', '一天', '三千', '出错', '点个']",批量 打单 回传 一天 三千 出错 点个,0.548,中性,其他使用体验,5.0,物流同步与回传
R0941,小红书,2025-08-03,5.0,praise,正向评价,0,小卖家一枚，仓库从纸单换到PDA拣货，错发率基本归零,"['一枚', '仓库', '从纸', '单换', 'PDA', '错发率', '基本', '归零']",一枚 仓库 从纸 单换 PDA 错发率 基本 归零,0.03,负面,客服与工单,5.0,正向评价
R0073,App Store,2025-04-13,4.0,inventory,多平台库存不同步/超卖,0,用了大半年，超卖预警救了我好几次，库存一到阈值自动下架，亚马逊评分稳了,"['大半年', '超卖', '预警', '几次', '库存', '一到', '阈值', '下架', '亚马逊', '评分']",大半年 超卖 预警 几次 库存 一到 阈值 下架 亚马逊 评分,0.777,正面,多平台库存/超卖,4.0,多平台库存/超卖
R0189,小红书,2025-06-02,5.0,pricing,价格与收费争议,0,客观说一句，算下来比雇两个录入的人便宜多了，ROI还是划算的，老板已经在问我了,"['算下来', '比雇', '两个', '录入', '便宜', 'ROI', '划算']",算下来 比雇 两个 录入 便宜 ROI 划算,0.645,正面,物流同步与回传,5.0,正向评价
R0367,小米应用商店,2025-08-26,2.0,pricing,价格与收费争议,0,旺季实测，免费试用到期直接扣费，事先没有明显提醒，仓库白忙一场，大家注意避坑,"['免费', '试用', '到期', '扣费', '事先', '没有', '明显', '提醒', '仓库', '白忙', '一场']",免费 试用 到期 扣费 事先 没有 明显 提醒 仓库 白忙 一场,0.009,负面,客服与工单,2.0,未分类
R0039,App Store,2025-07-24,2.0,order_sync,订单漏单/同步延迟,0,客观说一句，自动审单规则经常误判，正常订单被拦成异常，差评警告,"['自动审单', '误判', '正常', '订单', '拦成', '异常', '差评', '警告']",自动审单 误判 正常 订单 拦成 异常 差评 警告,0.004,负面,价格与收费,2.0,订单同步与处理
R0618,官方社区,2025-03-23,2.0,order_sync,订单漏单/同步延迟,0,小卖家一枚，黑五那几天订单堆积同步不过来，手动导单导到怀疑人生🤦,"['一枚', '黑五', '几天', '订单', '堆积', '同步', '过来', '导单', '导到', '怀疑', '人生']",一枚 黑五 几天 订单 堆积 同步 过来 导单 导到 怀疑 人生,0.443,中性,价格与收费,2.0,订单同步与处理
R0167,华为应用市场,2025-08-25,2.0,finance,对账与财务能力弱,0,真的服了，物流费只能对总金额，单号维度对不了，差异查不到 有没有同款情况的卖家,"['物流', '总金额', '维度', '不了', '差异', '查不到', '有没有']",物流 总金额 维度 不了 差异 查不到 有没有,0.0,负面,多平台库存/超卖,2.0,物流同步与回传
R0944,华为应用市场,2025-08-12,5.0,onboarding,上手成本高/引导不足,1,SKU和平台商品怎么映射？导入模板怎么填？,"['SKU', '商品', '映射', '导入', '模板']",SKU 商品 映射 导入 模板,0.524,中性,其他使用体验,5.0,正向评价
R0087,官方社区,2025-03-11,3.0,order_sync,订单漏单/同步延迟,1,买家取消的订单为什么仓库还能看到？怎么拦截？,"['取消', '订单', '仓库', '拦截']",取消 订单 仓库 拦截,0.012,负面,价格与收费,3.0,订单同步与处理
R0798,App Store,2025-07-27,1.0,finance,对账与财务能力弱,0,小卖家一枚，对账功能太弱，速卖通扣费明细对不上，最后还是得做Excel，差评警告，有用点个赞,"['一枚', '对账', '太弱', '速卖通', '扣费', '明细', '对不上', '最后', 'Excel', '差评', '警告', '点个']",一枚 对账 太弱 速卖通 扣费 明细 对不上 最后 Excel 差评 警告 点个,0.501,中性,客服与工单,1.0,财务对账
R0325,App Store,2025-05-03,2.0,order_sync,订单漏单/同步延迟,0,旺季实测，订单同步延迟三小时以上，发货时效被拉垮，仓库白忙一场,"['订单同步', '延迟', '以上', '发货', '时效', '仓库', '白忙', '一场']",订单同步 延迟 以上 发货 时效 仓库 白忙 一场,0.045,负面,客服与工单,2.0,订单同步与处理
R0274,小红书,2025-08-11,5.0,order_sync,订单漏单/同步延迟,1,订单备注和买家留言能同步到拣货单上吗？,"['订单', '备注', '留言', '同步', '货单']",订单 备注 留言 同步 货单,0.094,负面,价格与收费,5.0,订单同步与处理
R0815,小红书,2025-06-15,5.0,praise,正向评价,0,求助，用了三年的老用户，功能全更新快，eBay生意做大一半靠它，真心推荐，大家注意避坑,"['三年', '更新快', 'eBay', '生意', '做大', '一半', '真心', '推荐']",三年 更新快 eBay 生意 做大 一半 真心 推荐,0.033,负面,物流同步与回传,5.0,正向评价
R0710,App Store,2025-06-25,4.0,praise,正向评价,0,用了大半年，系统稳定功能扎实，换了三家ERP最后在云帆安家，老板已经在问我了😭,"['大半年', '稳定', '扎实', '三家', 'ERP', '最后', '云帆', '安家']",大半年 稳定 扎实 三家 ERP 最后 云帆 安家,0.907,正面,客服与工单,4.0,正向评价
R0765,官方社区,2025-05-05,1.0,logistics,物流单号同步慢/回传失败,0,客观说一句，批量发货后单号回传成功率不到九成，每天都要人工核，老板已经在问我了,"['批量', '发货', '单号回传', '成功率', '不到', '九成', '人工']",批量 发货 单号回传 成功率 不到 九成 人工,0.039,负面,其他使用体验,1.0,物流同步与回传
R0589,App Store,2025-07-14,3.0,logistics,物流单号同步慢/回传失败,0,小卖家一枚，物流轨迹比物流商官网慢两个小时，凑合吧,"['一枚', '物流轨迹', '物流', '商官', '网慢', '两个', '凑合']",一枚 物流轨迹 物流 商官 网慢 两个 凑合,0.812,正面,物流同步与回传,3.0,物流同步与回传
R0012,小米应用商店,2025-08-22,2.0,order_sync,订单漏单/同步延迟,0,真的服了，合单拆单逻辑乱，同一买家两单合了之后库存扣错，差评警告,"['合单', '拆单', '逻辑', '同一', '单合', '库存', '扣错', '差评', '警告']",合单 拆单 逻辑 同一 单合 库存 扣错 差评 警告,0.0,负面,其他使用体验,2.0,订单同步与处理
R0743,小红书,2025-04-29,4.0,order_sync,订单漏单/同步延迟,0,客观说一句，漏单遇到过两次，重跑同步就好，希望能自动重试,"['漏单', '遇到', '两次', '重跑', '同步', '希望', '重试']",漏单 遇到 两次 重跑 同步 希望 重试,0.064,负面,多平台库存/超卖,4.0,订单同步与处理
R0379,小米应用商店,2025-08-01,5.0,praise,正向评价,0,用了大半年，打单发货一条龙，仓库效率提升明显，老板说今年再加席位,"['大半年', '打单', '发货', '一条龙', '仓库', '效率', '提升', '明显', '今年', '席位']",大半年 打单 发货 一条龙 仓库 效率 提升 明显 今年 席位,0.099,负面,其他使用体验,5.0,物流同步与回传
R0752,App Store,2025-08-28,5.0,pricing,价格与收费争议,0,老用户说句公道话，年付折扣可以，客服还帮忙申请了老客户优惠,"['说句', '年付', '折扣', '客服', '帮忙', '申请', '老客户', '优惠']",说句 年付 折扣 客服 帮忙 申请 老客户 优惠,0.001,负面,物流同步与回传,5.0,客服与工单
R0676,小红书,2025-06-16,5.0,praise,正向评价,0,旺季实测，自动化规则省了一个运营人力，光这个年费就回本，大家注意避坑,"['自动化', '运营', '人力', '年费', '回本']",自动化 运营 人力 年费 回本,0.351,负面,其他使用体验,5.0,价格与收费
R0621,知乎,2025-06-29,1.0,stability,系统卡顿/大促不稳定,0,导出报表经常超时，数据量一大就报错,"['导出', '报表', '超时', '数据量', '一大', '报错']",导出 报表 超时 数据量 一大 报错,0.108,负面,其他使用体验,1.0,系统稳定性
R0528,小米应用商店,2025-08-10,3.0,order_sync,订单漏单/同步延迟,1,为什么有的订单显示同步失败？失败的单在哪里看？,"['订单', '显示', '同步', '失败', '失败', '哪里']",订单 显示 同步 失败 失败 哪里,0.1,负面,其他使用体验,3.0,订单同步与处理
R0777,App Store,2025-08-01,4.0,praise,正向评价,0,用了大半年，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失 有没有同款情况的卖家,"['大半年', '客户', '回访', '还给', '不像', '别家', '收钱', '有没有']",大半年 客户 回访 还给 不像 别家 收钱 有没有,0.003,负面,其他使用体验,4.0,正向评价
R0053,官方社区,2025-04-24,5.0,praise,正向评价,0,老用户说句公道话，免费版就够用，小卖家福音，客服回复也及时，五星,"['说句', '免费版', '够用', '福音', '客服', '回复', '及时', '五星']",说句 免费版 够用 福音 客服 回复 及时 五星,0.098,负面,其他使用体验,5.0,客服与工单
R0757,官方社区,2025-04-18,1.0,stability,系统卡顿/大促不稳定,0,导出报表经常超时，数据量一大就报错，有用点个赞,"['导出', '报表', '超时', '数据量', '一大', '报错', '点个']",导出 报表 超时 数据量 一大 报错 点个,0.524,中性,其他使用体验,1.0,系统稳定性
R0180,App Store,2025-05-08,5.0,inventory,多平台库存不同步/超卖,0,多平台多仓统一管库存之后，再没出现超卖纠纷 有没有同款情况的卖家,"['多仓', '统一', '库存', '出现', '超卖', '纠纷', '有没有']",多仓 统一 库存 出现 超卖 纠纷 有没有,0.057,负面,其他使用体验,5.0,多平台库存/超卖
R0165,App Store,2025-06-25,5.0,praise,正向评价,0,求助，打单发货一条龙，仓库效率提升明显，老板说今年再加席位,"['打单', '发货', '一条龙', '仓库', '效率', '提升', '明显', '今年', '席位']",打单 发货 一条龙 仓库 效率 提升 明显 今年 席位,0.027,负面,其他使用体验,5.0,物流同步与回传
R0184,官方社区,2025-05-08,5.0,praise,正向评价,0,求助，仓库从纸单换到PDA拣货，错发率基本归零！！！,"['仓库', '从纸', '单换', 'PDA', '错发率', '基本', '归零']",仓库 从纸 单换 PDA 错发率 基本 归零,0.001,负面,客服与工单,5.0,正向评价
R0678,官方社区,2025-03-16,5.0,inventory,多平台库存不同步/超卖,0,真的服了，多平台多仓统一管库存之后，再没出现超卖纠纷，有用点个赞,"['多仓', '统一', '库存', '出现', '超卖', '纠纷', '点个']",多仓 统一 库存 出现 超卖 纠纷 点个,0.501,中性,其他使用体验,5.0,多平台库存/超卖
R0424,App Store,2025-03-23,5.0,praise,正向评价,0,小卖家一枚，多店铺多平台统一管理，Lazada扩店一点不慌,"['一枚', '统一', '管理', 'Lazada', '扩店', '一点']",一枚 统一 管理 Lazada 扩店 一点,0.723,正面,物流同步与回传,5.0,正向评价
R0561,官方社区,2025-05-19,3.0,onboarding,上手成本高/引导不足,1,亚马逊授权令牌过期了怎么重新授权？订单会漏吗？,"['亚马逊', '授权', '令牌', '过期', '重新', '授权', '订单', '会漏']",亚马逊 授权 令牌 过期 重新 授权 订单 会漏,0.078,负面,其他使用体验,3.0,订单同步与处理
R0058,小米应用商店,2025-06-22,2.0,stability,系统卡顿/大促不稳定,0,吐槽一下，页面加载慢得像拨号上网，打开库存页要等十几秒,"['页面', '加载', '慢得', '拨号上网', '打开', '库存', '十几秒']",页面 加载 慢得 拨号上网 打开 库存 十几秒,0.001,负面,其他使用体验,2.0,多平台库存/超卖
R0527,华为应用市场,2025-07-22,4.0,order_sync,订单漏单/同步延迟,0,老用户说句公道话，漏单遇到过两次，重跑同步就好，希望能自动重试！！！,"['说句', '漏单', '遇到', '两次', '重跑', '同步', '希望', '重试']",说句 漏单 遇到 两次 重跑 同步 希望 重试,0.014,负面,多平台库存/超卖,4.0,订单同步与处理
R0485,App Store,2025-06-29,4.0,stability,系统卡顿/大促不稳定,0,小卖家一枚，卡顿有但能接受，希望继续优化服务器！！！,"['一枚', '卡顿', '接受', '希望', '服务器']",一枚 卡顿 接受 希望 服务器,0.492,中性,其他使用体验,4.0,系统稳定性
R0175,小米应用商店,2025-05-03,4.0,onboarding,上手成本高/引导不足,0,客观说一句，实施顾问很耐心，七天陪跑首单就跑通了，比想象顺利无语了,"['实施', '顾问', '耐心', '七天', '首单', '想象', '顺利', '无语']",实施 顾问 耐心 七天 首单 想象 顺利 无语,0.885,正面,客服与工单,4.0,上手与培训
R0026,官方社区,2025-08-26,5.0,praise,正向评价,0,旺季实测，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失，有用点个赞,"['客户', '回访', '还给', '不像', '别家', '收钱', '点个']",客户 回访 还给 不像 别家 收钱 点个,0.309,负面,其他使用体验,5.0,正向评价
R0141,知乎,2025-08-23,3.0,pricing,价格与收费争议,0,客观说一句，功能确实多但用不上的也打包收费，希望模块化自选，老板已经在问我了,"['用不上', '打包', '收费', '希望', '模块化', '自选']",用不上 打包 收费 希望 模块化 自选,0.102,负面,多平台库存/超卖,3.0,价格与收费
R0720,小红书,2025-03-31,5.0,praise,正向评价,0,客观说一句，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失，大家注意避坑,"['客户', '回访', '还给', '不像', '别家', '收钱']",客户 回访 还给 不像 别家 收钱,0.001,负面,其他使用体验,5.0,正向评价
R0025,小红书,2025-08-18,5.0,praise,正向评价,0,说实话，用了三年的老用户，功能全更新快，虾皮生意做大一半靠它，真心推荐,"['说实话', '三年', '更新快', '虾皮', '生意', '做大', '一半', '真心', '推荐']",说实话 三年 更新快 虾皮 生意 做大 一半 真心 推荐,0.486,中性,物流同步与回传,5.0,正向评价
R0475,小米应用商店,2025-05-21,3.0,stability,系统卡顿/大促不稳定,1,升级之后频繁闪退是什么情况？要回退版本吗？,"['升级', '频繁', '闪退', '回退', '版本']",升级 频繁 闪退 回退 版本,0.015,负面,物流同步与回传,3.0,系统稳定性
R0263,小红书,2025-03-18,3.0,support,客服响应慢/处理周期长,0,老用户说句公道话，客服态度还行就是专业度参差，复杂问题得等他们问技术,"['说句', '客服', '态度', '参差', '复杂', '技术']",说句 客服 态度 参差 复杂 技术,0.01,负面,其他使用体验,3.0,客服与工单
R0540,知乎,2025-07-25,2.0,pricing,价格与收费争议,0,求助，按席位收费太贵，客服仓库就用个打单也要全价席位，大促根本不敢放量,"['席位', '收费', '太贵', '客服', '仓库', '用个', '打单', '全价', '席位']",席位 收费 太贵 客服 仓库 用个 打单 全价 席位,0.001,负面,价格与收费,2.0,价格与收费
R0482,小红书,2025-08-25,4.0,inventory,多平台库存不同步/超卖,0,用了大半年，超卖预警救了我好几次，库存一到阈值自动下架，Wish评分稳了,"['大半年', '超卖', '预警', '几次', '库存', '一到', '阈值', '下架', 'Wish', '评分']",大半年 超卖 预警 几次 库存 一到 阈值 下架 Wish 评分,0.411,中性,多平台库存/超卖,4.0,多平台库存/超卖
R0766,华为应用市场,2025-06-06,4.0,praise,正向评价,0,老用户说句公道话，手机端查订单看数据方便，出差也能盯店铺，大家注意避坑,"['说句', '端查', '订单', '数据', '方便', '出差']",说句 端查 订单 数据 方便 出差,0.004,负面,价格与收费,4.0,订单同步与处理
R0035,App Store,2025-04-04,2.0,pricing,价格与收费争议,0,老用户说句公道话，报价不透明，销售一个价合同一个价，各种隐藏费用,"['说句', '报价', '透明', '销售', '合同', '各种', '隐藏', '费用']",说句 报价 透明 销售 合同 各种 隐藏 费用,0.024,负面,其他使用体验,2.0,价格与收费
R0432,华为应用市场,2025-03-07,5.0,praise,正向评价,0,求助，免费版就够用，小卖家福音，客服回复也及时，五星,"['免费版', '够用', '福音', '客服', '回复', '及时', '五星']",免费版 够用 福音 客服 回复 及时 五星,0.055,负面,其他使用体验,5.0,客服与工单
R0172,小米应用商店,2025-08-18,2.0,onboarding,上手成本高/引导不足,0,老用户说句公道话，第一步店铺授权就卡住，操作指引和实际页面对不上,"['说句', '第一步', '授权', '卡住', '操作', '指引', '实际', '页面', '对不上']",说句 第一步 授权 卡住 操作 指引 实际 页面 对不上,0.203,负面,其他使用体验,2.0,上手与培训
R0291,App Store,2025-08-21,1.0,order_sync,订单漏单/同步延迟,0,求助，黑五那几天订单堆积同步不过来，手动导单导到怀疑人生，仓库白忙一场,"['黑五', '几天', '订单', '堆积', '同步', '过来', '导单', '导到', '怀疑', '人生', '仓库', '白忙', '一场']",黑五 几天 订单 堆积 同步 过来 导单 导到 怀疑 人生 仓库 白忙 一场,0.041,负面,价格与收费,1.0,订单同步与处理
R0611,官方社区,2025-07-20,2.0,stability,系统卡顿/大促不稳定,0,真的服了，大促当天直接崩了两个小时，订单全积压，大促根本不敢放量 有没有同款情况的卖家,"['两个', '订单', '积压', '有没有']",两个 订单 积压 有没有,0.001,负面,价格与收费,2.0,订单同步与处理
R0090,知乎,2025-04-28,1.0,order_sync,订单漏单/同步延迟,0,用了大半年，异常订单不标红不提醒，混在正常单里差点发错,"['大半年', '异常', '订单', '不标', '提醒', '混在', '正常', '单里', '差点', '发错']",大半年 异常 订单 不标 提醒 混在 正常 单里 差点 发错,0.023,负面,价格与收费,1.0,订单同步与处理
R0409,华为应用市场,2025-03-31,3.0,logistics,物流单号同步慢/回传失败,0,物流轨迹比物流商官网慢三个小时，凑合吧,"['物流轨迹', '物流', '商官', '网慢', '三个', '凑合']",物流轨迹 物流 商官 网慢 三个 凑合,0.56,中性,物流同步与回传,3.0,物流同步与回传
R0421,知乎,2025-04-27,4.0,praise,正向评价,0,吐槽一下，多店铺多平台统一管理，亚马逊扩店一点不慌,"['统一', '管理', '亚马逊', '扩店', '一点']",统一 管理 亚马逊 扩店 一点,0.769,正面,物流同步与回传,4.0,正向评价
R0076,小红书,2025-07-25,1.0,stability,系统卡顿/大促不稳定,0,批量操作必卡死，一次审五百单要加载十分钟，平台扣分扣到肉疼,"['批量', '操作', '卡死', '一次', '五百', '单要', '加载', '十分钟']",批量 操作 卡死 一次 五百 单要 加载 十分钟,0.004,负面,多平台库存/超卖,1.0,系统稳定性
R0775,官方社区,2025-07-21,1.0,pricing,价格与收费争议,0,老用户说句公道话，旺季临时加席位比平时贵一倍，趁火打劫吗！！！,"['说句', '临时', '席位', '平时', '一倍', '趁火打劫']",说句 临时 席位 平时 一倍 趁火打劫,0.015,负面,多平台库存/超卖,1.0,价格与收费
R0590,小红书,2025-08-01,5.0,logistics,物流单号同步慢/回传失败,0,老用户说句公道话，批量打单加自动回传，旺季一天三千单也没出错,"['说句', '批量', '打单', '回传', '一天', '三千', '出错']",说句 批量 打单 回传 一天 三千 出错,0.053,负面,其他使用体验,5.0,物流同步与回传
R0597,知乎,2025-07-26,4.0,onboarding,上手成本高/引导不足,0,老用户说句公道话，刚用觉得乱用顺了还好，前两周劝退期挺过去就行，老板已经在问我了,"['说句', '刚用', '乱用', '还好', '两周', '劝退', '期挺', '过去', '就行']",说句 刚用 乱用 还好 两周 劝退 期挺 过去 就行,0.046,负面,多平台库存/超卖,4.0,上手与培训
R0812,App Store,2025-05-31,1.0,pricing,价格与收费争议,0,老用户说句公道话，基础版好多功能要额外加钱，模块分开收费套路深，半夜还在手动补，大家注意避坑,"['说句', '基础', '版好', '多功能', '额外', '模块', '分开', '收费', '套路']",说句 基础 版好 多功能 额外 模块 分开 收费 套路,0.04,负面,其他使用体验,1.0,价格与收费
R0501,App Store,2025-04-13,5.0,pricing,价格与收费争议,0,年付折扣可以，客服还帮忙申请了老客户优惠，大家注意避坑,"['年付', '折扣', '客服', '帮忙', '申请', '老客户', '优惠']",年付 折扣 客服 帮忙 申请 老客户 优惠,0.0,负面,物流同步与回传,5.0,客服与工单
R0177,小红书,2025-05-25,4.0,stability,系统卡顿/大促不稳定,0,客观说一句，卡顿有但能接受，希望继续优化服务器，有用点个赞,"['卡顿', '接受', '希望', '服务器', '点个']",卡顿 接受 希望 服务器 点个,0.841,正面,其他使用体验,4.0,系统稳定性
R0731,App Store,2025-07-06,3.0,logistics,物流单号同步慢/回传失败,0,求助，单号回传有延迟但能接受，希望加个回传失败自动重试，有用点个赞,"['单号回传', '延迟', '接受', '希望', '加个', '回传失败', '重试', '点个']",单号回传 延迟 接受 希望 加个 回传失败 重试 点个,0.027,负面,其他使用体验,3.0,物流同步与回传
R0322,知乎,2025-06-13,5.0,praise,正向评价,0,求助，用了三年的老用户，功能全更新快，TikTok Shop生意做大一半靠它，真心推荐,"['三年', '更新快', 'TikTok', 'Shop', '生意', '做大', '一半', '真心', '推荐']",三年 更新快 TikTok Shop 生意 做大 一半 真心 推荐,0.222,负面,物流同步与回传,5.0,正向评价
R0986,App Store,2025-07-10,5.0,praise,正向评价,0,吐槽一下，用了三年的老用户，功能全更新快，亚马逊生意做大一半靠它，真心推荐，老板已经在问我了,"['三年', '更新快', '亚马逊', '生意', '做大', '一半', '真心', '推荐']",三年 更新快 亚马逊 生意 做大 一半 真心 推荐,0.575,中性,物流同步与回传,5.0,正向评价
R0277,App Store,2025-08-30,5.0,onboarding,上手成本高/引导不足,0,用了大半年，每周直播培训加实操任务，新人第三天就能独立打单,"['大半年', '每周', '直播', '培训', '加实', '任务', '新人', '第三天', '独立', '打单']",大半年 每周 直播 培训 加实 任务 新人 第三天 独立 打单,0.153,负面,其他使用体验,5.0,上手与培训
R0824,小红书,2025-03-23,4.0,praise,正向评价,0,小卖家一枚，自动化规则省了一个运营人力，光这个年费就回本,"['一枚', '自动化', '运营', '人力', '年费', '回本']",一枚 自动化 运营 人力 年费 回本,0.842,正面,其他使用体验,4.0,价格与收费
R0374,App Store,2025-08-27,3.0,pricing,价格与收费争议,0,说实话，功能确实多但用不上的也打包收费，希望模块化自选,"['说实话', '用不上', '打包', '收费', '希望', '模块化', '自选']",说实话 用不上 打包 收费 希望 模块化 自选,0.419,中性,多平台库存/超卖,3.0,价格与收费
R1033,小红书,2025-07-28,3.0,logistics,物流单号同步慢/回传失败,1,回传失败的订单有列表可以批量重试吗？ 我也遇到了,"['回传失败', '订单', '列表', '批量', '重试', '遇到']",回传失败 订单 列表 批量 重试 遇到,0.049,负面,多平台库存/超卖,3.0,物流同步与回传
R0471,官方社区,2025-07-31,2.0,finance,对账与财务能力弱,0,求助，财务模块学习成本高，会计研究一周说不如手工表，买家天天催发货,"['财务', '模块', '学习', '成本', '会计', '一周', '不如', '手工', '天天', '发货']",财务 模块 学习 成本 会计 一周 不如 手工 天天 发货,0.329,负面,物流同步与回传,2.0,财务对账
R0119,App Store,2025-07-23,2.0,pricing,价格与收费争议,0,年费比去年贵了将近三成，功能还是那些功能，大促根本不敢放量无语了,"['年费', '去年', '近三成', '那些', '无语']",年费 去年 近三成 那些 无语,0.458,中性,其他使用体验,2.0,价格与收费
R0428,知乎,2025-05-12,2.0,stability,系统卡顿/大促不稳定,0,旺季实测，大促当天直接崩了几十个小时，订单全积压,"['几十个', '订单', '积压']",几十个 订单 积压,0.142,负面,价格与收费,2.0,订单同步与处理
R0318,小米应用商店,2025-03-18,1.0,onboarding,上手成本高/引导不足,0,上手太难了，功能入口藏得深，新运营培训一周还是懵，光这个每月损失不少钱,"['上手', '太难', '入口', '藏得', '运营', '培训', '一周']",上手 太难 入口 藏得 运营 培训 一周,0.749,正面,客服与工单,1.0,上手与培训
R0488,官方社区,2025-07-23,3.0,logistics,物流单号同步慢/回传失败,0,用了大半年，物流轨迹比物流商官网慢半个小时，凑合吧，老板已经在问我了,"['大半年', '物流轨迹', '物流', '商官', '网慢', '半个', '凑合']",大半年 物流轨迹 物流 商官 网慢 半个 凑合,0.153,负面,物流同步与回传,3.0,物流同步与回传
R0366,App Store,2025-08-07,2.0,stability,系统卡顿/大促不稳定,0,说实话，大促当天直接崩了好几个小时，订单全积压，买家天天催发货,"['说实话', '好几个', '订单', '积压', '天天', '发货']",说实话 好几个 订单 积压 天天 发货,0.005,负面,价格与收费,2.0,订单同步与处理
R0828,小米应用商店,2025-05-27,1.0,logistics,物流单号同步慢/回传失败,0,小卖家一枚，物流单号同步慢死了，CNE揽收三天了平台还没回传，平台扣分扣到肉疼,"['一枚', '物流单号', '同步', '慢死', 'CNE', '揽收', '三天', '回传']",一枚 物流单号 同步 慢死 CNE 揽收 三天 回传,0.003,负面,客服与工单,1.0,物流同步与回传
R0571,小米应用商店,2025-08-13,2.0,logistics,物流单号同步慢/回传失败,0,老用户说句公道话，eBay订单换了跟踪号之后系统里不同步，轨迹直接断掉，差评警告，老板已经在问我了,"['说句', 'eBay', '订单', '跟踪', '同步', '轨迹', '断掉', '差评', '警告']",说句 eBay 订单 跟踪 同步 轨迹 断掉 差评 警告,0.0,负面,客服与工单,2.0,物流同步与回传
R0311,App Store,2025-06-16,2.0,finance,对账与财务能力弱,0,物流费只能对总金额，单号维度对不了，差异查不到,"['物流', '总金额', '维度', '不了', '差异', '查不到']",物流 总金额 维度 不了 差异 查不到,0.003,负面,多平台库存/超卖,2.0,物流同步与回传
R0370,App Store,2025-03-11,4.0,stability,系统卡顿/大促不稳定,0,Prime Day当天单量翻五倍系统也扛住了，稳定性可以，有用点个赞😭,"['Prime', 'Day', '单量', '五倍', '稳定性', '点个']",Prime Day 单量 五倍 稳定性 点个,0.823,正面,其他使用体验,4.0,未分类
R0692,App Store,2025-03-26,5.0,inventory,多平台库存不同步/超卖,0,旺季实测，超卖预警救了我好几次，库存一到阈值自动下架，亚马逊评分稳了！！！,"['超卖', '预警', '几次', '库存', '一到', '阈值', '下架', '亚马逊', '评分']",超卖 预警 几次 库存 一到 阈值 下架 亚马逊 评分,0.734,正面,多平台库存/超卖,5.0,多平台库存/超卖
R0169,小红书,2025-04-23,1.0,order_sync,订单漏单/同步延迟,0,小卖家一枚，合单拆单逻辑乱，同一买家两单合了之后库存扣错，大家注意避坑,"['一枚', '合单', '拆单', '逻辑', '同一', '单合', '库存', '扣错']",一枚 合单 拆单 逻辑 同一 单合 库存 扣错,0.001,负面,其他使用体验,1.0,订单同步与处理
R0780,华为应用市场,2025-03-30,5.0,praise,正向评价,0,老用户说句公道话，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失,"['说句', '客户', '回访', '还给', '不像', '别家', '收钱']",说句 客户 回访 还给 不像 别家 收钱,0.007,负面,其他使用体验,5.0,正向评价
R0781,官方社区,2025-05-26,1.0,logistics,物流单号同步慢/回传失败,0,说实话，批量发货后单号回传成功率不到九成，每天都要人工核，退款退到麻木,"['说实话', '批量', '发货', '单号回传', '成功率', '不到', '九成', '人工', '退款', '麻木']",说实话 批量 发货 单号回传 成功率 不到 九成 人工 退款 麻木,0.1,负面,其他使用体验,1.0,物流同步与回传
R1035,华为应用市场,2025-07-18,5.0,listing,刊登与商品管理问题,0,说实话，采集搬家加批量刊登效率很高，上新品速度快一倍 吧,"['说实话', '采集', '搬家', '批量', '刊登', '效率', '新品', '速度', '一倍']",说实话 采集 搬家 批量 刊登 效率 新品 速度 一倍,0.395,负面,多平台库存/超卖,5.0,刊登与商品
R0016,华为应用市场,2025-08-26,1.0,logistics,物流单号同步慢/回传失败,0,用了大半年，面单打出来了单号没同步到虾皮后台，订单状态一直卡着，差评警告,"['大半年', '单打', '单号', '同步', '虾皮', '后台', '订单', '状态', '卡着', '差评', '警告']",大半年 单打 单号 同步 虾皮 后台 订单 状态 卡着 差评 警告,0.0,负面,其他使用体验,1.0,物流同步与回传
R0443,App Store,2025-07-01,3.0,stability,系统卡顿/大促不稳定,1,页面提示服务器繁忙错误码503要等多久？,"['页面', '提示', '服务器', '繁忙', '错误码', '多久']",页面 提示 服务器 繁忙 错误码 多久,0.031,负面,其他使用体验,3.0,系统稳定性
