customer_id,industry,company_size,plan,seats,annual_amount,signup_date,contract_end,account_manager,archetype,renewal_status,health,tier,logins,active_accounts,seats_m,tickets,avg_resolve_hours,csat,active_modules
C0179,服饰鞋包,小微卖家,专业版,18,3960,2023-03-31,2025-05-28,周衡,healthy,已续约,81.8,健康,175,14,18,2,16.1,4.6,9
C0180,工业品,中型卖家,基础版,57,6840,2022-11-29,2025-03-28,林一,gradual_decline,已续约,29.2,高风险,100,16,57,15,12.4,3.2,2
C0181,户外运动,中型卖家,基础版,24,2880,2023-09-28,2025-04-15,黄炬,healthy,已续约,72.0,关注,242,19,24,8,9.5,4.5,9
C0182,3C电子,中型卖家,专业版,37,8140,2023-09-14,2025-06-28,苏芮,healthy,已续约,71.7,关注,386,27,37,2,8.3,4.5,8
C0183,服饰鞋包,中型卖家,基础版,46,5520,2023-06-08,2025-05-20,周衡,login_cliff,未续约,14.2,高风险,0,0,46,0,0.0,,0
C0184,服饰鞋包,小微卖家,基础版,12,1440,2022-11-06,2025-04-28,周衡,ticket_storm,已续约,53.2,高风险,49,6,12,5,22.8,2.5,8
C0185,服饰鞋包,中型卖家,旗舰版,57,20520,2022-08-09,2025-03-28,苏芮,gradual_decline,已续约,29.2,高风险,87,14,57,13,10.9,3.0,2
C0186,母婴玩具,中型卖家,基础版,25,3000,2023-01-23,2025-05-28,陈璐,healthy,已续约,68.2,关注,215,17,25,3,12.1,4.6,9
C0187,工业品,大卖/品牌方,基础版,113,13560,2022-07-03,2025-07-28,陈璐,login_cliff,未续约,14.2,高风险,0,2,113,0,0.0,,0
C0188,汽摩配件,小微卖家,旗舰版,16,5760,2024-01-24,2025-08-28,陈璐,healthy,已续约,82.6,健康,100,14,16,1,11.5,4.2,9
C0189,母婴玩具,小微卖家,专业版,5,1100,2022-03-04,2025-08-20,周衡,healthy,未续约,77.4,关注,32,4,5,0,0.0,,9
C0190,服饰鞋包,小微卖家,基础版,7,840,2024-05-21,2025-04-28,苏芮,healthy,已续约,85.0,健康,68,6,7,1,13.2,5.2,9
C0191,服饰鞋包,大卖/品牌方,基础版,78,9360,2023-08-30,2025-08-28,苏芮,ticket_storm,已续约,53.7,高风险,287,39,78,41,46.6,2.4,8
C0192,母婴玩具,大卖/品牌方,专业版,96,21120,2024-04-29,2025-06-28,黄炬,healthy,已续约,75.0,关注,828,75,96,10,5.8,4.6,9
C0193,家居园艺,中型卖家,旗舰版,51,18360,2022-07-13,2025-08-28,苏芮,healthy,已续约,70.4,关注,446,35,51,10,11.1,4.6,9
C0194,家居园艺,中型卖家,基础版,31,3720,2022-11-22,2025-04-28,林一,healthy,已续约,82.0,健康,302,24,31,4,9.0,4.5,9
C0195,3C电子,中型卖家,基础版,23,2760,2022-06-24,2025-08-20,苏芮,healthy,已续约,79.2,关注,125,16,23,3,15.1,4.3,9
C0196,3C电子,小微卖家,基础版,9,1080,2024-05-28,2025-07-28,陈璐,healthy,已续约,83.5,健康,51,7,9,3,3.7,4.1,9
C0197,汽摩配件,大卖/品牌方,基础版,111,13320,2023-05-22,2025-03-28,林一,healthy,已续约,74.8,关注,591,84,111,12,9.7,4.9,9
C0198,3C电子,小微卖家,专业版,10,2200,2024-04-01,2025-04-28,苏芮,healthy,已续约,79.9,关注,101,7,10,1,14.5,4.1,9
C0199,服饰鞋包,中型卖家,专业版,45,9900,2023-08-10,2025-08-15,黄炬,ticket_storm,已续约,52.5,高风险,208,22,45,5,33.9,2.4,8
C0200,服饰鞋包,小微卖家,基础版,11,1320,2023-01-30,2025-06-20,黄炬,healthy,已续约,81.0,健康,120,8,11,3,7.3,4.4,9
C0201,户外运动,中型卖家,基础版,35,4200,2023-07-09,2025-04-28,苏芮,healthy,已续约,69.7,关注,287,25,35,2,14.5,3.7,9
C0202,美妆个护,小微卖家,基础版,16,1920,2023-10-12,2025-08-28,苏芮,healthy,已续约,79.7,关注,128,11,16,3,12.6,4.6,9
C0203,3C电子,小微卖家,专业版,19,4180,2023-04-23,2025-06-28,周衡,healthy,已续约,85.2,健康,125,15,19,3,10.4,4.2,9
C0204,服饰鞋包,大卖/品牌方,专业版,111,24420,2023-03-07,2025-08-28,黄炬,recovered,已续约,72.2,关注,1104,91,111,12,13.2,4.4,7
C0205,美妆个护,小微卖家,专业版,6,1320,2023-07-05,2025-03-28,黄炬,ticket_storm,未续约,23.7,高风险,0,0,6,0,0.0,,0
C0206,家居园艺,大卖/品牌方,专业版,131,28820,2022-02-24,2025-07-20,苏芮,ticket_storm,未续约,18.1,高风险,0,3,131,0,0.0,,0
C0207,户外运动,小微卖家,专业版,14,3080,2022-06-23,2025-08-15,苏芮,healthy,已续约,84.1,健康,140,12,14,2,8.7,4.3,9
C0208,服饰鞋包,中型卖家,专业版,57,12540,2024-05-14,2025-07-28,周衡,healthy,已续约,72.1,关注,359,47,57,9,12.2,4.1,8
C0209,母婴玩具,中型卖家,专业版,37,8140,2023-03-17,2025-05-28,陈璐,healthy,未续约,23.7,高风险,0,0,37,0,0.0,,0
C0210,户外运动,小微卖家,基础版,10,1200,2023-07-19,2025-03-15,陈璐,healthy,已续约,84.2,健康,109,8,10,0,0.0,,9
C0211,服饰鞋包,小微卖家,旗舰版,18,6480,2023-12-24,2025-03-28,林一,healthy,已续约,80.2,健康,166,14,18,3,20.9,3.9,8
C0212,服饰鞋包,中型卖家,旗舰版,49,17640,2023-11-16,2025-04-15,黄炬,healthy,已续约,73.2,关注,424,41,49,12,4.3,4.5,9
C0213,服饰鞋包,中型卖家,基础版,27,3240,2022-12-17,2025-04-28,陈璐,healthy,已续约,84.6,健康,256,23,27,0,0.0,,9
C0214,3C电子,中型卖家,专业版,25,5500,2022-03-04,2025-05-28,陈璐,healthy,已续约,73.5,关注,201,21,25,5,6.7,4.4,8
C0215,户外运动,中型卖家,基础版,51,6120,2023-01-31,2025-07-28,陈璐,healthy,已续约,72.1,关注,448,41,51,5,7.5,4.3,8
C0216,服饰鞋包,小微卖家,专业版,10,2200,2022-12-19,2025-07-28,黄炬,healthy,已续约,82.1,健康,65,8,10,1,2.3,4.8,9
C0217,服饰鞋包,小微卖家,基础版,16,1920,2022-01-13,2025-05-15,陈璐,healthy,已续约,81.5,健康,133,12,16,1,7.8,,9
C0218,服饰鞋包,小微卖家,专业版,5,1100,2024-04-17,2025-05-28,苏芮,healthy,已续约,79.2,关注,62,4,5,0,0.0,,8
C0219,母婴玩具,大卖/品牌方,专业版,124,27280,2023-02-01,2025-08-20,黄炬,healthy,已续约,72.8,关注,747,96,124,16,6.5,4.5,9
C0220,户外运动,中型卖家,基础版,48,5760,2022-01-15,2025-06-28,周衡,healthy,已续约,74.0,关注,294,38,48,2,6.2,4.1,9
C0221,服饰鞋包,中型卖家,专业版,39,8580,2023-08-02,2025-08-20,林一,healthy,已续约,79.7,关注,220,28,39,2,8.3,4.4,9
C0222,服饰鞋包,中型卖家,专业版,50,11000,2024-06-14,2025-07-20,林一,healthy,已续约,70.2,关注,307,37,50,4,6.2,4.5,9
C0223,服饰鞋包,小微卖家,基础版,18,2160,2024-01-10,2025-06-15,黄炬,login_cliff,未续约,12.8,高风险,0,0,18,0,0.0,,0
C0224,服饰鞋包,中型卖家,基础版,28,3360,2022-06-02,2025-04-28,苏芮,healthy,已续约,83.0,健康,325,22,28,6,10.7,4.4,9
C0225,汽摩配件,小微卖家,专业版,5,1100,2022-01-03,2025-07-15,林一,ticket_storm,已续约,52.9,高风险,14,2,5,2,20.9,2.7,8
C0226,3C电子,中型卖家,基础版,56,6720,2024-04-01,2025-07-28,陈璐,recovered,已续约,74.9,关注,376,46,56,7,3.8,4.7,8
C0227,母婴玩具,小微卖家,基础版,15,1800,2022-11-04,2025-08-28,陈璐,ticket_storm,未续约,50.1,高风险,49,8,15,6,26.6,2.3,8
C0228,服饰鞋包,小微卖家,基础版,16,1920,2023-11-30,2025-06-15,周衡,gradual_decline,未续约,22.1,高风险,0,0,16,0,0.0,,0
C0229,母婴玩具,小微卖家,基础版,10,1200,2023-05-30,2025-06-28,黄炬,login_cliff,未续约,22.3,高风险,0,0,10,0,0.0,,0
C0230,3C电子,小微卖家,专业版,15,3300,2023-12-30,2025-07-28,林一,healthy,已续约,84.6,健康,162,12,15,2,10.8,4.1,9
C0231,户外运动,小微卖家,基础版,10,1200,2022-06-05,2025-04-28,周衡,healthy,已续约,83.8,健康,106,8,10,1,14.7,4.2,9
C0232,家居园艺,大卖/品牌方,专业版,133,29260,2023-09-14,2025-03-20,林一,ticket_storm,未续约,14.2,高风险,0,0,133,0,0.0,,0
C0233,服饰鞋包,大卖/品牌方,基础版,101,12120,2024-06-12,2025-07-28,苏芮,healthy,已续约,71.6,关注,532,73,101,16,9.5,4.6,9
C0234,3C电子,中型卖家,基础版,26,3120,2022-06-16,2025-05-28,陈璐,healthy,已续约,84.7,健康,230,21,26,2,6.4,4.4,9
C0235,户外运动,大卖/品牌方,专业版,88,19360,2023-07-27,2025-04-15,陈璐,healthy,已续约,72.8,关注,464,65,88,21,5.9,4.6,9
C0236,服饰鞋包,小微卖家,旗舰版,12,4320,2022-12-28,2025-08-28,周衡,healthy,已续约,81.0,健康,136,10,12,0,0.0,,9
C0237,服饰鞋包,小微卖家,基础版,17,2040,2023-12-09,2025-06-28,苏芮,healthy,已续约,79.4,关注,126,12,17,3,9.2,4.1,9
C0238,服饰鞋包,大卖/品牌方,旗舰版,84,30240,2024-02-03,2025-03-28,周衡,login_cliff,未续约,23.7,高风险,0,0,84,0,0.0,,0
C0239,母婴玩具,小微卖家,专业版,5,1100,2023-04-29,2025-07-15,林一,healthy,已续约,82.9,健康,38,4,5,0,0.0,,9
C0240,户外运动,大卖/品牌方,专业版,157,34540,2023-02-02,2025-03-20,林一,ticket_storm,未续约,14.2,高风险,0,0,157,0,0.0,,0
C0241,户外运动,中型卖家,专业版,41,9020,2023-07-13,2025-04-28,林一,healthy,已续约,83.2,健康,290,32,41,4,25.6,,9
C0242,服饰鞋包,中型卖家,专业版,40,8800,2023-06-09,2025-08-28,黄炬,healthy,已续约,69.0,关注,194,31,40,1,3.8,4.7,9
C0243,汽摩配件,小微卖家,专业版,16,3520,2022-09-18,2025-07-28,周衡,healthy,已续约,75.8,关注,135,11,16,2,5.6,4.5,8
C0244,3C电子,中型卖家,旗舰版,20,7200,2023-10-12,2025-07-20,林一,healthy,已续约,80.7,健康,178,14,20,1,10.0,4.0,9
C0245,服饰鞋包,中型卖家,专业版,59,12980,2022-03-05,2025-08-28,林一,login_cliff,已续约,23.7,高风险,37,7,59,18,8.5,2.7,5
C0246,服饰鞋包,大卖/品牌方,基础版,111,13320,2023-12-11,2025-06-28,苏芮,healthy,已续约,70.2,关注,1079,78,111,24,15.0,4.1,9
C0247,汽摩配件,小微卖家,专业版,19,4180,2022-07-06,2025-05-28,苏芮,healthy,已续约,82.8,健康,138,14,19,2,10.4,4.2,9
C0248,美妆个护,中型卖家,基础版,38,4560,2022-07-18,2025-08-15,陈璐,healthy,已续约,71.1,关注,399,27,38,8,12.2,4.6,9
C0249,家居园艺,小微卖家,基础版,13,1560,2024-01-07,2025-08-15,林一,healthy,已续约,85.0,健康,109,11,13,1,7.4,,9
C0250,服饰鞋包,大卖/品牌方,基础版,95,11400,2023-11-06,2025-06-28,周衡,healthy,已续约,73.1,关注,614,74,95,23,3.0,3.9,9
C0251,户外运动,大卖/品牌方,基础版,146,17520,2023-05-08,2025-06-28,苏芮,login_cliff,未续约,13.0,高风险,0,0,146,0,0.0,,0
C0252,服饰鞋包,小微卖家,基础版,10,1200,2024-05-12,2025-05-15,林一,recovered,已续约,83.6,健康,83,8,10,1,8.4,4.4,8
C0253,户外运动,中型卖家,专业版,45,9900,2022-04-21,2025-05-28,苏芮,healthy,已续约,69.7,关注,429,34,45,10,7.4,4.4,9
C0254,服饰鞋包,大卖/品牌方,专业版,65,14300,2022-11-11,2025-08-28,林一,healthy,已续约,73.7,关注,595,53,65,9,13.7,4.0,9
C0255,工业品,大卖/品牌方,旗舰版,74,26640,2024-01-14,2025-04-20,林一,healthy,已续约,72.9,关注,761,52,74,10,8.3,4.2,9
C0256,服饰鞋包,小微卖家,基础版,10,1200,2022-03-06,2025-03-20,林一,healthy,已续约,78.8,关注,62,8,10,0,0.0,,8
C0257,3C电子,中型卖家,专业版,22,4840,2022-03-18,2025-07-28,苏芮,healthy,已续约,84.5,健康,240,17,22,1,9.0,4.8,9
C0258,汽摩配件,中型卖家,专业版,57,12540,2023-10-04,2025-05-28,苏芮,ticket_storm,已续约,48.2,高风险,242,28,57,20,23.0,2.6,8
C0259,家居园艺,小微卖家,专业版,10,2200,2023-12-05,2025-04-28,林一,healthy,已续约,83.3,健康,73,8,10,0,0.0,,9
C0260,服饰鞋包,中型卖家,基础版,58,6960,2023-09-10,2025-06-20,黄炬,healthy,已续约,71.3,关注,376,41,58,6,19.8,4.4,9
C0261,户外运动,小微卖家,基础版,6,720,2023-02-12,2025-07-15,黄炬,ticket_storm,已续约,58.6,高风险,35,3,6,3,59.2,2.5,8
C0262,服饰鞋包,中型卖家,基础版,33,3960,2023-05-14,2025-04-15,周衡,healthy,已续约,82.7,健康,229,26,33,2,11.9,,9
C0263,美妆个护,小微卖家,专业版,14,3080,2023-07-10,2025-07-28,苏芮,login_cliff,未续约,23.9,高风险,0,1,14,0,0.0,,0
C0264,3C电子,小微卖家,基础版,11,1320,2022-03-20,2025-08-28,陈璐,recovered,已续约,83.3,健康,135,9,11,2,14.9,4.5,8
C0265,户外运动,小微卖家,专业版,11,2420,2023-02-22,2025-06-28,苏芮,sudden_churn,未续约,21.1,高风险,0,0,11,0,0.0,,0
C0266,家居园艺,中型卖家,专业版,48,10560,2024-04-15,2025-08-28,黄炬,healthy,已续约,66.8,关注,449,33,48,9,5.3,,8
C0267,美妆个护,中型卖家,基础版,41,4920,2023-01-04,2025-06-15,周衡,healthy,已续约,71.2,关注,211,30,41,5,6.8,4.7,9
C0268,汽摩配件,中型卖家,专业版,58,12760,2024-05-15,2025-06-28,周衡,healthy,已续约,77.2,关注,593,46,58,8,19.3,,9
C0269,服饰鞋包,小微卖家,基础版,7,840,2023-08-05,2025-05-28,苏芮,ticket_storm,已续约,62.0,关注,43,4,7,5,34.8,2.3,8
C0270,户外运动,小微卖家,专业版,19,4180,2022-05-19,2025-03-20,黄炬,healthy,已续约,80.9,健康,117,14,19,2,15.3,4.8,9
C0271,美妆个护,小微卖家,专业版,7,1540,2022-10-05,2025-05-28,苏芮,healthy,已续约,80.9,健康,80,6,7,1,11.8,,8
C0272,服饰鞋包,大卖/品牌方,专业版,75,16500,2023-11-12,2025-05-20,陈璐,healthy,已续约,75.3,关注,568,64,75,12,5.8,4.0,9
C0273,服饰鞋包,小微卖家,基础版,19,2280,2023-09-06,2025-04-15,周衡,login_cliff,未续约,14.2,高风险,0,0,19,0,0.0,,0
C0274,工业品,大卖/品牌方,专业版,94,20680,2023-07-30,2025-07-20,周衡,healthy,已续约,71.3,关注,942,73,94,29,8.3,4.7,8
C0275,服饰鞋包,中型卖家,专业版,57,12540,2022-07-22,2025-04-20,周衡,login_cliff,已续约,22.2,高风险,62,8,57,9,14.4,2.5,4
C0276,工业品,大卖/品牌方,旗舰版,118,42480,2023-12-20,2025-08-28,林一,gradual_decline,未续约,28.9,高风险,144,30,118,28,11.9,3.0,2
C0277,家居园艺,中型卖家,专业版,32,7040,2023-06-03,2025-06-28,周衡,healthy,已续约,70.2,关注,202,24,32,9,16.0,4.4,8
C0278,户外运动,小微卖家,基础版,12,1440,2022-04-25,2025-05-28,周衡,healthy,已续约,82.6,健康,98,9,12,0,0.0,,9
C0279,家居园艺,小微卖家,专业版,17,3740,2024-06-05,2025-06-28,林一,healthy,已续约,81.2,健康,158,14,17,2,19.1,4.4,9
C0280,服饰鞋包,小微卖家,专业版,18,3960,2022-09-05,2025-07-28,林一,healthy,已续约,82.7,健康,142,14,18,1,12.3,4.3,9
C0281,美妆个护,小微卖家,专业版,5,1100,2022-04-03,2025-03-28,苏芮,ticket_storm,已续约,54.7,高风险,17,2,5,2,26.0,2.4,8
C0282,家居园艺,小微卖家,基础版,11,1320,2023-12-24,2025-06-20,林一,healthy,已续约,79.6,关注,82,8,11,4,15.1,4.5,9
C0283,3C电子,大卖/品牌方,专业版,61,13420,2023-09-06,2025-03-20,陈璐,gradual_decline,未续约,23.7,高风险,0,0,61,0,0.0,,0
C0284,美妆个护,中型卖家,专业版,58,12760,2024-05-07,2025-08-28,周衡,healthy,已续约,74.3,关注,573,50,58,2,11.8,4.3,9
C0285,家居园艺,小微卖家,基础版,9,1080,2023-10-23,2025-03-28,陈璐,gradual_decline,未续约,23.7,高风险,0,0,9,0,0.0,,0
C0286,户外运动,小微卖家,基础版,13,1560,2023-08-03,2025-04-15,苏芮,healthy,已续约,76.2,关注,118,9,13,3,21.9,3.9,9
C0287,母婴玩具,中型卖家,基础版,51,6120,2024-02-18,2025-05-15,苏芮,gradual_decline,未续约,14.2,高风险,0,0,51,0,0.0,,0
C0288,服饰鞋包,小微卖家,基础版,13,1560,2023-02-14,2025-03-28,林一,gradual_decline,未续约,23.7,高风险,0,0,13,0,0.0,,0
C0289,母婴玩具,大卖/品牌方,基础版,77,9240,2023-07-02,2025-08-28,林一,healthy,已续约,71.3,关注,436,62,77,18,6.0,,9
C0290,汽摩配件,大卖/品牌方,基础版,147,17640,2023-11-18,2025-07-20,林一,recovered,已续约,74.1,关注,1776,121,147,12,5.9,4.1,8
C0291,工业品,中型卖家,基础版,56,6720,2022-03-02,2025-08-28,苏芮,gradual_decline,未续约,28.6,高风险,94,14,56,7,5.6,3.2,2
C0292,美妆个护,小微卖家,专业版,12,2640,2022-05-19,2025-06-15,苏芮,healthy,已续约,78.4,关注,67,9,12,3,4.9,4.8,8
C0293,户外运动,中型卖家,专业版,23,5060,2023-10-13,2025-06-28,陈璐,sudden_churn,未续约,21.5,高风险,0,0,23,0,0.0,,0
C0294,工业品,中型卖家,基础版,58,6960,2022-06-07,2025-05-28,苏芮,healthy,已续约,82.7,健康,610,47,58,5,6.0,4.5,9
C0295,汽摩配件,中型卖家,基础版,38,4560,2024-05-02,2025-08-15,陈璐,healthy,已续约,82.6,健康,280,29,38,1,4.6,4.7,9
C0296,母婴玩具,小微卖家,专业版,12,2640,2024-04-14,2025-03-28,林一,healthy,已续约,83.4,健康,127,10,12,0,0.0,,9
C0297,工业品,小微卖家,基础版,15,1800,2023-08-27,2025-07-20,陈璐,healthy,已续约,81.7,健康,165,12,15,3,7.0,,9
C0298,3C电子,中型卖家,专业版,25,5500,2022-09-14,2025-06-28,林一,healthy,已续约,84.4,健康,166,19,25,4,10.3,,9
C0299,家居园艺,中型卖家,基础版,53,6360,2023-12-22,2025-08-28,苏芮,healthy,已续约,69.1,关注,320,38,53,6,9.9,4.2,9
C0300,3C电子,大卖/品牌方,专业版,88,19360,2022-05-08,2025-04-28,林一,gradual_decline,未续约,14.2,高风险,0,0,88,0,0.0,,0
C0301,3C电子,小微卖家,基础版,15,1800,2022-07-08,2025-05-15,周衡,healthy,已续约,82.5,健康,90,12,15,0,0.0,,9
C0302,家居园艺,小微卖家,基础版,15,1800,2023-07-07,2025-04-28,陈璐,healthy,未续约,23.7,高风险,0,0,15,0,0.0,,0
C0303,3C电子,小微卖家,基础版,14,1680,2022-10-30,2025-05-28,陈璐,login_cliff,已续约,23.7,高风险,0,0,14,5,21.1,2.7,2
C0304,母婴玩具,小微卖家,专业版,8,1760,2023-06-19,2025-03-28,苏芮,gradual_decline,未续约,23.7,高风险,0,0,8,0,0.0,,0
C0305,服饰鞋包,小微卖家,基础版,12,1440,2022-03-29,2025-07-20,黄炬,healthy,已续约,78.2,关注,104,9,12,1,4.6,4.0,8
C0306,3C电子,中型卖家,专业版,56,12320,2022-09-14,2025-07-15,周衡,healthy,已续约,71.7,关注,345,48,56,6,6.0,4.4,9
C0307,汽摩配件,大卖/品牌方,基础版,123,14760,2022-11-26,2025-05-20,周衡,healthy,已续约,73.3,关注,1249,96,123,19,13.4,4.3,8
C0308,3C电子,小微卖家,旗舰版,7,2520,2022-01-15,2025-03-28,林一,ticket_storm,未续约,23.7,高风险,0,0,7,0,0.0,,0
C0309,服饰鞋包,中型卖家,旗舰版,53,19080,2022-09-19,2025-05-28,林一,healthy,已续约,81.4,健康,391,44,53,4,24.0,4.8,9
C0310,3C电子,大卖/品牌方,基础版,138,16560,2023-03-30,2025-03-28,周衡,login_cliff,未续约,14.2,高风险,0,0,138,0,0.0,,0
C0311,汽摩配件,中型卖家,旗舰版,36,12960,2024-05-26,2025-04-20,周衡,healthy,已续约,85.1,健康,312,31,36,3,6.3,4.3,9
C0312,母婴玩具,小微卖家,基础版,11,1320,2024-02-09,2025-08-28,陈璐,healthy,已续约,81.7,健康,119,8,11,0,0.0,,9
C0313,工业品,小微卖家,基础版,12,1440,2022-06-29,2025-03-28,陈璐,healthy,已续约,83.3,健康,137,10,12,1,16.6,4.3,9
C0314,服饰鞋包,中型卖家,基础版,40,4800,2023-08-31,2025-05-28,周衡,healthy,已续约,83.0,健康,267,33,40,1,9.5,4.7,9
C0315,服饰鞋包,中型卖家,专业版,34,7480,2023-08-11,2025-05-28,黄炬,healthy,已续约,69.1,关注,320,24,34,9,12.9,,8
C0316,家居园艺,小微卖家,旗舰版,11,3960,2022-11-05,2025-07-28,周衡,healthy,已续约,84.3,健康,130,9,11,0,0.0,,9
C0317,3C电子,小微卖家,专业版,12,2640,2022-11-06,2025-03-28,黄炬,healthy,已续约,81.1,健康,90,9,12,1,6.7,,9
C0318,汽摩配件,中型卖家,专业版,36,7920,2023-10-05,2025-07-20,周衡,healthy,已续约,82.1,健康,408,27,36,5,5.7,4.9,9
C0319,3C电子,中型卖家,专业版,33,7260,2023-12-05,2025-04-28,苏芮,healthy,未续约,23.7,高风险,0,0,33,0,0.0,,0
C0320,3C电子,大卖/品牌方,基础版,85,10200,2022-02-05,2025-08-28,苏芮,healthy,已续约,69.1,关注,696,61,85,6,27.1,4.3,9
C0321,服饰鞋包,小微卖家,基础版,8,960,2022-09-03,2025-04-20,陈璐,ticket_storm,未续约,23.7,高风险,0,0,8,0,0.0,,0
C0322,服饰鞋包,小微卖家,基础版,9,1080,2022-03-22,2025-06-28,陈璐,healthy,已续约,83.1,健康,97,7,9,3,8.1,4.0,9
C0323,户外运动,大卖/品牌方,旗舰版,80,28800,2022-02-10,2025-06-15,周衡,healthy,已续约,81.9,健康,870,63,80,9,18.9,4.2,9
C0324,服饰鞋包,中型卖家,专业版,49,10780,2024-01-30,2025-05-20,林一,sudden_churn,未续约,14.2,高风险,0,0,49,0,0.0,,0
C0325,户外运动,中型卖家,基础版,37,4440,2022-03-03,2025-08-28,林一,healthy,已续约,80.6,健康,386,28,37,6,10.3,4.3,9
C0326,工业品,中型卖家,基础版,31,3720,2023-08-14,2025-03-28,苏芮,healthy,已续约,81.3,健康,236,23,31,1,6.7,4.5,9
C0327,户外运动,中型卖家,旗舰版,50,18000,2022-11-10,2025-03-15,陈璐,ticket_storm,已续约,53.7,高风险,176,25,50,12,21.8,,8
C0328,服饰鞋包,小微卖家,基础版,11,1320,2022-08-27,2025-08-28,黄炬,healthy,已续约,79.2,关注,84,8,11,1,10.9,4.5,9
C0329,母婴玩具,小微卖家,旗舰版,11,3960,2024-04-05,2025-05-15,陈璐,ticket_storm,已续约,64.0,关注,42,6,11,5,24.1,2.4,8
C0330,家居园艺,小微卖家,基础版,10,1200,2023-03-29,2025-03-28,苏芮,gradual_decline,未续约,23.7,高风险,0,0,10,0,0.0,,0
C0331,家居园艺,小微卖家,专业版,10,2200,2024-05-18,2025-04-15,黄炬,healthy,已续约,85.6,健康,64,8,10,0,0.0,,9
C0332,户外运动,大卖/品牌方,专业版,76,16720,2022-05-08,2025-08-28,周衡,healthy,已续约,71.8,关注,606,56,76,14,8.6,4.7,9
C0333,母婴玩具,中型卖家,基础版,26,3120,2022-05-30,2025-08-20,林一,healthy,已续约,82.4,健康,314,19,26,3,13.7,4.5,9
C0334,家居园艺,中型卖家,基础版,33,3960,2023-06-23,2025-04-20,林一,healthy,已续约,72.1,关注,319,25,33,12,23.7,4.5,9
C0335,家居园艺,小微卖家,专业版,6,1320,2022-12-08,2025-03-28,黄炬,healthy,已续约,79.5,关注,32,4,6,0,0.0,,9
C0336,汽摩配件,小微卖家,基础版,6,720,2023-06-13,2025-05-15,周衡,healthy,已续约,79.5,关注,59,5,6,1,12.2,4.0,9
C0337,3C电子,小微卖家,旗舰版,11,3960,2023-11-19,2025-05-28,黄炬,healthy,已续约,83.9,健康,86,9,11,1,9.0,4.5,9
C0338,家居园艺,大卖/品牌方,基础版,149,17880,2022-04-13,2025-06-20,苏芮,login_cliff,未续约,14.0,高风险,0,0,149,0,0.0,,0
C0339,服饰鞋包,小微卖家,专业版,19,4180,2023-10-26,2025-05-28,林一,healthy,已续约,82.4,健康,202,15,19,1,12.6,,9
C0340,汽摩配件,小微卖家,专业版,14,3080,2022-03-02,2025-06-28,林一,healthy,已续约,81.1,健康,120,10,14,3,11.6,,9
C0341,服饰鞋包,中型卖家,基础版,46,5520,2023-12-21,2025-08-20,苏芮,healthy,已续约,80.1,健康,277,36,46,1,5.7,4.3,9
C0342,母婴玩具,小微卖家,基础版,19,2280,2022-11-28,2025-08-28,周衡,healthy,已续约,72.0,关注,173,16,19,3,18.4,4.8,8
C0343,3C电子,小微卖家,基础版,9,1080,2023-08-22,2025-05-28,林一,healthy,已续约,84.8,健康,120,8,9,0,0.0,,9
C0344,服饰鞋包,中型卖家,基础版,29,3480,2022-11-07,2025-07-28,黄炬,healthy,已续约,76.3,关注,183,21,29,4,13.7,4.2,9
C0345,服饰鞋包,中型卖家,旗舰版,50,18000,2022-09-27,2025-06-28,黄炬,healthy,已续约,70.9,关注,371,34,50,5,8.7,4.6,9
C0346,户外运动,小微卖家,基础版,19,2280,2023-09-21,2025-06-20,黄炬,healthy,已续约,82.2,健康,176,15,19,3,13.3,4.8,9
C0347,3C电子,中型卖家,基础版,38,4560,2023-09-26,2025-07-28,周衡,healthy,已续约,74.0,关注,284,29,38,7,4.9,,9
C0348,户外运动,大卖/品牌方,专业版,152,33440,2023-07-06,2025-05-15,周衡,healthy,已续约,74.2,关注,1461,111,152,9,7.5,4.8,9
C0349,母婴玩具,小微卖家,专业版,17,3740,2023-10-01,2025-04-28,黄炬,ticket_storm,未续约,23.7,高风险,0,0,17,0,0.0,,0
C0350,美妆个护,小微卖家,基础版,18,2160,2022-11-02,2025-07-15,陈璐,healthy,已续约,82.5,健康,129,14,18,5,9.4,4.0,9
C0351,3C电子,大卖/品牌方,专业版,80,17600,2022-03-16,2025-04-28,陈璐,healthy,已续约,75.3,关注,683,66,80,11,12.5,4.3,9
C0352,工业品,中型卖家,专业版,28,6160,2022-10-04,2025-06-28,苏芮,gradual_decline,已续约,37.6,高风险,23,6,28,0,0.0,,2
C0353,户外运动,小微卖家,基础版,5,600,2024-05-09,2025-07-20,黄炬,healthy,已续约,81.6,健康,41,4,5,0,0.0,,9
C0354,户外运动,中型卖家,专业版,54,11880,2023-01-28,2025-03-28,苏芮,healthy,已续约,81.3,健康,542,39,54,4,7.1,4.5,9
C0355,服饰鞋包,中型卖家,旗舰版,40,14400,2023-07-11,2025-08-20,林一,gradual_decline,已续约,30.6,高风险,90,11,40,13,9.6,3.2,2
C0356,服饰鞋包,小微卖家,基础版,7,840,2022-09-16,2025-04-28,林一,recovered,未续约,23.7,高风险,0,0,7,0,0.0,,0
C0357,家居园艺,大卖/品牌方,基础版,136,16320,2024-05-07,2025-03-28,周衡,healthy,已续约,74.5,关注,887,108,136,27,7.4,4.3,9
