customer_id,month,rule_id,severity,evidence,health
C0228,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度47.8,47.8
C0228,2025-06-01,R3,低,连续3月席位利用率 38%~44%、使用模块 3~4 个,45.2
C0228,2025-06-01,R4,中,合同 2025-06-15 到期（剩14天），健康度45.2,45.2
C0229,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度67.7,67.7
C0229,2025-06-01,R1,高,登录连续两月环比下降 54%/54%（61→28→13次），健康度48.3,48.3
C0229,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度48.3,48.3
C0232,2025-02-01,R4,中,合同 2025-03-20 到期（剩47天），健康度69.5,69.5
C0232,2025-03-01,R4,中,合同 2025-03-20 到期（剩19天），健康度65.0,65.0
C0233,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度69.2,69.2
C0238,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度68.9,68.9
C0238,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度69.4,69.4
C0240,2025-02-01,R4,中,合同 2025-03-20 到期（剩47天），健康度66.2,66.2
C0240,2025-03-01,R4,中,合同 2025-03-20 到期（剩19天），健康度60.4,60.4
C0242,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度69.0,69.0
C0245,2025-07-01,R1,高,登录连续两月环比下降 47%/65%（423→226→79次），健康度36.5,36.5
C0245,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度36.5,36.5
C0245,2025-08-01,R1,高,登录连续两月环比下降 65%/53%（226→79→37次），健康度23.7,23.7
C0245,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度23.7,23.7
C0246,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度69.9,69.9
C0246,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度68.1,68.1
C0251,2025-05-01,R1,高,登录连续两月环比下降 47%/56%（1293→689→306次），健康度39.6,39.6
C0251,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度39.6,39.6
C0251,2025-06-01,R1,高,登录连续两月环比下降 56%/57%（689→306→133次），健康度23.0,23.0
C0251,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度23.0,23.0
C0252,2025-03-01,R1,高,登录连续两月环比下降 70%/40%（83→25→15次），健康度42.1,42.1
C0252,2025-04-01,R3,低,连续3月席位利用率 30%~40%、使用模块 4~5 个,39.3
C0252,2025-04-01,R4,中,合同 2025-05-15 到期（剩44天），健康度39.3,39.3
C0252,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度58.5,58.5
C0255,2025-04-01,R4,中,合同 2025-04-20 到期（剩19天），健康度69.5,69.5
C0258,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度68.2,68.2
C0261,2025-06-01,R2,高,近2月工单较前2月增长 67%（1.5→2.5张/月），平均解决24h，CSAT 3.4,66.6
C0261,2025-06-01,R4,中,合同 2025-07-15 到期（剩44天），健康度66.6,66.6
C0261,2025-07-01,R4,中,合同 2025-07-15 到期（剩14天），健康度58.6,58.6
C0263,2025-05-01,R1,高,登录连续两月环比下降 45%/61%（101→56→22次），健康度46.2,46.2
C0263,2025-06-01,R1,高,登录连续两月环比下降 61%/50%（56→22→11次），健康度32.2,32.2
C0263,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度32.2,32.2
C0263,2025-07-01,R1,高,登录连续两月环比下降 50%/45%（22→11→6次），健康度27.7,27.7
C0263,2025-07-01,R3,低,连续3月席位利用率 7%~29%、使用模块 3~5 个,27.7
C0263,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度27.7,27.7
C0264,2025-03-01,R1,高,登录连续两月环比下降 67%/51%（135→45→22次），健康度42.2,42.2
C0264,2025-04-01,R3,低,连续3月席位利用率 27%~45%、使用模块 4~5 个,38.1
C0265,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度49.1,49.1
C0266,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度66.8,66.8
C0267,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度68.5,68.5
C0269,2025-08-01,R2,高,近2月工单较前2月增长 450%（1.0→5.5张/月），平均解决30h，CSAT 2.6,62.0
C0273,2025-03-01,R4,中,合同 2025-04-15 到期（剩45天），健康度65.3,65.3
C0273,2025-04-01,R1,高,登录连续两月环比下降 51%/68%（206→100→32次），健康度42.5,42.5
C0273,2025-04-01,R4,中,合同 2025-04-15 到期（剩14天），健康度42.5,42.5
C0275,2025-03-01,R4,中,合同 2025-04-20 到期（剩50天），健康度69.0,69.0
C0275,2025-04-01,R4,中,合同 2025-04-20 到期（剩19天），健康度69.2,69.2
C0275,2025-07-01,R1,高,登录连续两月环比下降 45%/57%（592→324→140次），健康度37.7,37.7
C0275,2025-08-01,R1,高,登录连续两月环比下降 57%/56%（324→140→62次），健康度22.2,22.2
C0276,2025-06-01,R3,低,连续3月席位利用率 37%~47%、使用模块 3~4 个,37.0
C0276,2025-07-01,R3,低,连续3月席位利用率 32%~42%、使用模块 3~4 个,34.5
C0276,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度34.5,34.5
C0276,2025-08-01,R3,低,连续3月席位利用率 25%~37%、使用模块 2~3 个,28.9
C0276,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度28.9,28.9
C0283,2025-02-01,R4,中,合同 2025-03-20 到期（剩47天），健康度49.7,49.7
C0283,2025-03-01,R4,中,合同 2025-03-20 到期（剩19天），健康度47.2,47.2
C0285,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度58.2,58.2
C0285,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度57.7,57.7
C0287,2025-04-01,R4,中,合同 2025-05-15 到期（剩44天），健康度43.3,43.3
C0287,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度41.1,41.1
C0288,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度61.7,61.7
C0288,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度58.1,58.1
C0290,2025-03-01,R1,高,登录连续两月环比下降 70%/41%（1791→546→323次），健康度33.0,33.0
C0290,2025-04-01,R3,低,连续3月席位利用率 30%~42%、使用模块 4~5 个,29.5
C0290,2025-06-01,R4,中,合同 2025-07-20 到期（剩49天），健康度69.7,69.7
C0291,2025-06-01,R3,低,连续3月席位利用率 36%~48%、使用模块 3~4 个,36.8
C0291,2025-07-01,R3,低,连续3月席位利用率 34%~43%、使用模块 3~4 个,35.1
C0291,2025-07-01,R4,中,合同 2025-08-28 到期（剩58天），健康度35.1,35.1
C0291,2025-08-01,R3,低,连续3月席位利用率 25%~36%、使用模块 2~3 个,28.6
C0291,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度28.6,28.6
C0293,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度41.5,41.5
C0298,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度68.3,68.3
C0298,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度69.2,69.2
C0299,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度69.1,69.1
C0300,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度47.0,47.0
C0300,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度41.3,41.3
C0303,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度66.1,66.1
C0303,2025-05-01,R1,高,登录连续两月环比下降 50%/56%（109→54→24次），健康度45.9,45.9
C0303,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度45.9,45.9
C0303,2025-06-01,R1,高,登录连续两月环比下降 56%/50%（54→24→12次），健康度32.6,32.6
C0303,2025-07-01,R1,高,登录连续两月环比下降 50%/50%（24→12→6次），健康度28.1,28.1
C0303,2025-07-01,R3,低,连续3月席位利用率 7%~29%、使用模块 3~5 个,28.1
C0303,2025-08-01,R3,低,连续3月席位利用率 0%~14%、使用模块 2~4 个,23.7
C0304,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度62.8,62.8
C0304,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度58.5,58.5
C0306,2025-07-01,R4,中,合同 2025-07-15 到期（剩14天），健康度69.3,69.3
C0307,2025-04-01,R4,中,合同 2025-05-20 到期（剩49天），健康度69.3,69.3
C0310,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度53.0,53.0
C0314,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度69.7,69.7
C0315,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度69.8,69.8
C0315,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度67.3,67.3
C0320,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度69.1,69.1
C0321,2025-04-01,R4,中,合同 2025-04-20 到期（剩19天），健康度68.4,68.4
C0323,2025-05-01,R4,中,合同 2025-06-15 到期（剩45天），健康度68.4,68.4
C0324,2025-04-01,R4,中,合同 2025-05-20 到期（剩49天），健康度69.1,69.1
C0324,2025-05-01,R4,中,合同 2025-05-20 到期（剩19天），健康度69.9,69.9
C0327,2025-02-01,R4,中,合同 2025-03-15 到期（剩42天），健康度69.4,69.4
C0329,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度66.6,66.6
C0329,2025-06-01,R2,高,近2月工单较前2月增长 200%（3.0→9.0张/月），平均解决33h，CSAT 3.4,65.5
C0330,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度60.1,60.1
C0330,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度55.7,55.7
C0338,2025-05-01,R4,中,合同 2025-06-20 到期（剩50天），健康度69.4,69.4
C0338,2025-06-01,R4,中,合同 2025-06-20 到期（剩19天），健康度58.9,58.9
C0348,2025-05-01,R4,中,合同 2025-05-15 到期（剩14天），健康度63.4,63.4
C0352,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度50.1,50.1
C0352,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度47.3,47.3
C0352,2025-07-01,R3,低,连续3月席位利用率 36%~39%、使用模块 3~4 个,44.8
C0352,2025-08-01,R3,低,连续3月席位利用率 21%~39%、使用模块 2~3 个,37.6
C0354,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度66.8,66.8
C0355,2025-06-01,R3,低,连续3月席位利用率 38%~48%、使用模块 3~4 个,37.3
C0355,2025-07-01,R3,低,连续3月席位利用率 35%~42%、使用模块 3~4 个,35.8
C0355,2025-07-01,R4,中,合同 2025-08-20 到期（剩50天），健康度35.8,35.8
C0355,2025-08-01,R3,低,连续3月席位利用率 28%~38%、使用模块 2~3 个,30.6
C0355,2025-08-01,R4,中,合同 2025-08-20 到期（剩19天），健康度30.6,30.6
C0356,2025-03-01,R1,高,登录连续两月环比下降 69%/47%（49→15→8次），健康度43.5,43.5
C0356,2025-03-01,R4,中,合同 2025-04-28 到期（剩58天），健康度43.5,43.5
C0356,2025-04-01,R3,低,连续3月席位利用率 29%~43%、使用模块 4~5 个,40.2
C0356,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度40.2,40.2
C0357,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度68.6,68.6
C0359,2025-06-01,R3,低,连续3月席位利用率 38%~45%、使用模块 3~4 个,37.6
C0359,2025-06-01,R4,中,合同 2025-07-28 到期（剩57天），健康度37.6,37.6
C0359,2025-07-01,R3,低,连续3月席位利用率 33%~43%、使用模块 3~4 个,35.5
C0359,2025-07-01,R4,中,合同 2025-07-28 到期（剩27天），健康度35.5,35.5
C0359,2025-08-01,R3,低,连续3月席位利用率 26%~38%、使用模块 2~3 个,29.8
C0360,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度68.1,68.1
C0362,2025-04-01,R4,中,合同 2025-04-28 到期（剩27天），健康度69.9,69.9
C0363,2025-04-01,R4,中,合同 2025-05-28 到期（剩57天），健康度67.8,67.8
C0363,2025-05-01,R1,高,登录连续两月环比下降 53%/72%（53→25→7次），健康度45.8,45.8
C0363,2025-05-01,R4,中,合同 2025-05-28 到期（剩27天），健康度45.8,45.8
C0363,2025-06-01,R1,高,登录连续两月环比下降 72%/100%（25→7→0次），健康度28.3,28.3
C0363,2025-07-01,R3,低,连续3月席位利用率 0%~20%、使用模块 3~6 个,26.0
C0363,2025-08-01,R3,低,连续3月席位利用率 0%~0%、使用模块 2~4 个,23.8
C0364,2025-06-01,R4,中,合同 2025-06-20 到期（剩19天），健康度68.0,68.0
C0365,2025-03-01,R1,高,登录连续两月环比下降 56%/61%（654→287→112次），健康度36.1,36.1
C0365,2025-04-01,R1,高,登录连续两月环比下降 61%/60%（287→112→45次），健康度22.4,22.4
C0365,2025-05-01,R1,高,登录连续两月环比下降 60%/51%（112→45→22次），健康度19.2,19.2
C0365,2025-05-01,R3,低,连续3月席位利用率 5%~23%、使用模块 4~6 个,19.2
C0365,2025-06-01,R1,高,登录连续两月环比下降 51%/68%（45→22→7次），健康度14.6,14.6
C0365,2025-06-01,R3,低,连续3月席位利用率 2%~9%、使用模块 2~4 个,14.6
C0365,2025-06-01,R4,中,合同 2025-07-15 到期（剩44天），健康度14.6,14.6
C0365,2025-07-01,R3,低,连续3月席位利用率 2%~5%、使用模块 1~4 个,12.6
C0365,2025-07-01,R4,中,合同 2025-07-15 到期（剩14天），健康度12.6,12.6
C0369,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度64.1,64.1
C0369,2025-03-01,R1,高,登录连续两月环比下降 55%/59%（119→54→22次），健康度35.1,35.1
C0369,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度35.1,35.1
C0370,2025-05-01,R4,中,合同 2025-06-28 到期（剩58天），健康度63.3,63.3
C0370,2025-06-01,R4,中,合同 2025-06-28 到期（剩27天），健康度57.3,57.3
C0375,2025-02-01,R4,中,合同 2025-03-28 到期（剩55天），健康度59.8,59.8
C0375,2025-03-01,R4,中,合同 2025-03-28 到期（剩27天），健康度55.3,55.3
C0376,2025-08-01,R2,高,近2月工单较前2月增长 58%（6.0→9.5张/月），平均解决29h，CSAT 2.2,50.5
C0379,2025-03-01,R4,中,合同 2025-04-15 到期（剩45天），健康度69.7,69.7
C0379,2025-04-01,R4,中,合同 2025-04-15 到期（剩14天），健康度67.7,67.7
C0380,2025-08-01,R4,中,合同 2025-08-28 到期（剩27天），健康度69.7,69.7
C0381,2025-06-01,R3,低,连续3月席位利用率 37%~44%、使用模块 3~4 个,35.9
C0381,2025-07-01,R3,低,连续3月席位利用率 35%~40%、使用模块 3~4 个,35.5
C0381,2025-08-01,R3,低,连续3月席位利用率 30%~37%、使用模块 2~3 个,32.8
C0382,2025-07-01,R1,高,登录连续两月环比下降 42%/58%（156→91→38次），健康度50.0,50.0
C0382,2025-08-01,R1,高,登录连续两月环比下降 58%/50%（91→38→19次），健康度33.3,33.3
C0383,2025-07-01,R1,高,登录连续两月环比下降 87%/83%（138→18→3次），健康度29.7,29.7
C0383,2025-08-01,R3,低,连续3月席位利用率 0%~28%、使用模块 1~4 个,20.5
C0383,2025-08-01,R4,中,合同 2025-09-28 到期（剩58天），健康度20.5,20.5
C0393,2025-07-01,R2,高,近2月工单较前2月增长 240%（2.5→8.5张/月），平均解决35h，CSAT 3.2,64.2
C0393,2025-08-01,R4,中,合同 2025-09-28 到期（剩58天），健康度57.6,57.6
C0403,2025-05-01,R3,低,连续3月席位利用率 40%~45%、使用模块 4~5 个,48.3
C0403,2025-06-01,R3,低,连续3月席位利用率 40%~45%、使用模块 3~4 个,47.8
C0403,2025-07-01,R3,低,连续3月席位利用率 35%~40%、使用模块 3~4 个,46.6
C0403,2025-08-01,R3,低,连续3月席位利用率 30%~40%、使用模块 2~3 个,43.0
C0406,2025-07-01,R1,高,登录连续两月环比下降 86%/86%（459→65→9次），健康度20.2,20.2
C0406,2025-07-01,R2,高,近2月工单较前2月增长 129%（10.5→24.0张/月），平均解决25h，CSAT 2.7,20.2
C0406,2025-08-01,R1,高,登录连续两月环比下降 86%/89%（65→9→1次），健康度11.6,11.6
C0406,2025-08-01,R3,低,连续3月席位利用率 2%~30%、使用模块 1~4 个,11.6
C0409,2025-03-01,R1,高,登录连续两月环比下降 67%/41%（156→51→30次），健康度43.0,43.0
C0409,2025-04-01,R3,低,连续3月席位利用率 31%~44%、使用模块 4~5 个,38.6
C0411,2025-07-01,R2,高,近2月工单较前2月增长 83%（3.0→5.5张/月），平均解决26h，CSAT 2.9,63.2
C0411,2025-08-01,R2,高,近2月工单较前2月增长 133%（3.0→7.0张/月），平均解决37h，CSAT 2.7,59.8
C0415,2025-07-01,R1,高,登录连续两月环比下降 85%/83%（369→54→9次），健康度20.3,20.3
C0415,2025-08-01,R1,高,登录连续两月环比下降 83%/89%（54→9→1次），健康度11.8,11.8
C0415,2025-08-01,R3,低,连续3月席位利用率 3%~29%、使用模块 1~4 个,11.8
C0418,2025-03-01,R1,高,登录连续两月环比下降 56%/58%（148→65→27次），健康度35.3,35.3
C0418,2025-04-01,R1,高,登录连续两月环比下降 58%/56%（65→27→12次），健康度22.0,22.0
C0418,2025-05-01,R1,高,登录连续两月环比下降 56%/67%（27→12→4次），健康度19.6,19.6
C0418,2025-05-01,R3,低,连续3月席位利用率 4%~25%、使用模块 4~5 个,19.6
C0418,2025-06-01,R3,低,连续3月席位利用率 0%~11%、使用模块 2~4 个,14.6
C0418,2025-07-01,R3,低,连续3月席位利用率 0%~4%、使用模块 2~4 个,14.6
C0418,2025-08-01,R3,低,连续3月席位利用率 0%~0%、使用模块 1~2 个,21.6
C0421,2025-07-01,R3,低,连续3月席位利用率 33%~42%、使用模块 3~4 个,44.7
C0421,2025-08-01,R3,低,连续3月席位利用率 25%~42%、使用模块 2~3 个,38.9
C0424,2025-08-01,R4,中,合同 2025-09-20 到期（剩50天），健康度68.2,68.2
C0439,2025-05-01,R3,低,连续3月席位利用率 41%~47%、使用模块 4~5 个,49.5
C0439,2025-06-01,R3,低,连续3月席位利用率 35%~47%、使用模块 3~4 个,45.9
C0439,2025-07-01,R3,低,连续3月席位利用率 29%~41%、使用模块 3~4 个,42.4
C0439,2025-08-01,R3,低,连续3月席位利用率 24%~35%、使用模块 2~3 个,37.6
C0446,2025-07-01,R1,高,登录连续两月环比下降 81%/83%（32→6→1次），健康度31.8,31.8
C0446,2025-08-01,R2,高,近2月工单较前2月增长 100%（1.0→2.0张/月），平均解决71h，CSAT 2.6,21.4
C0446,2025-08-01,R3,低,连续3月席位利用率 0%~40%、使用模块 1~4 个,21.4
C0446,2025-08-01,R4,中,合同 2025-09-20 到期（剩50天），健康度21.4,21.4
C0452,2025-08-01,R2,高,近2月工单较前2月增长 58%（6.0→9.5张/月），平均解决26h，CSAT 2.5,59.2
C0455,2025-06-01,R3,低,连续3月席位利用率 41%~46%、使用模块 3~4 个,38.6
C0455,2025-07-01,R3,低,连续3月席位利用率 33%~41%、使用模块 3~4 个,35.2
C0455,2025-08-01,R3,低,连续3月席位利用率 28%~41%、使用模块 2~3 个,31.3
C0461,2025-06-01,R3,低,连续3月席位利用率 39%~44%、使用模块 3~4 个,36.6
C0461,2025-07-01,R3,低,连续3月席位利用率 35%~40%、使用模块 3~4 个,34.8
C0461,2025-08-01,R3,低,连续3月席位利用率 31%~40%、使用模块 2~3 个,33.0
C0466,2025-07-01,R3,低,连续3月席位利用率 31%~38%、使用模块 3~4 个,42.0
C0466,2025-08-01,R3,低,连续3月席位利用率 31%~38%、使用模块 2~3 个,40.9
C0471,2025-06-01,R3,低,连续3月席位利用率 33%~44%、使用模块 3~4 个,43.9
C0471,2025-07-01,R3,低,连续3月席位利用率 33%~44%、使用模块 3~4 个,44.4
C0471,2025-08-01,R3,低,连续3月席位利用率 33%~33%、使用模块 2~3 个,41.1
C0476,2025-08-01,R4,中,合同 2025-09-15 到期（剩45天），健康度68.4,68.4
C0480,2025-07-01,R1,高,登录连续两月环比下降 84%/87%（189→30→4次），健康度29.7,29.7
C0480,2025-08-01,R1,高,登录连续两月环比下降 87%/100%（30→4→0次），健康度20.7,20.7
C0480,2025-08-01,R3,低,连续3月席位利用率 0%~32%、使用模块 1~4 个,20.7
C0482,2025-07-01,R1,高,登录连续两月环比下降 43%/58%（225→128→54次），健康度38.7,38.7
C0482,2025-08-01,R1,高,登录连续两月环比下降 58%/54%（128→54→25次），健康度22.6,22.6
C0490,2025-08-01,R4,中,合同 2025-09-15 到期（剩45天），健康度50.4,50.4
C0491,2025-07-01,R3,低,连续3月席位利用率 39%~43%、使用模块 3~4 个,46.4
C0491,2025-08-01,R3,低,连续3月席位利用率 25%~43%、使用模块 2~3 个,39.9
C0491,2025-08-01,R4,中,合同 2025-09-28 到期（剩58天），健康度39.9,39.9
C0492,2025-03-01,R1,高,登录连续两月环比下降 70%/45%（67→20→11次），健康度41.2,41.2
C0492,2025-04-01,R3,低,连续3月席位利用率 29%~43%、使用模块 4~5 个,39.3
C0498,2025-06-01,R3,低,连续3月席位利用率 37%~43%、使用模块 3~4 个,46.3
C0498,2025-07-01,R3,低,连续3月席位利用率 33%~43%、使用模块 3~4 个,44.8
C0498,2025-08-01,R3,低,连续3月席位利用率 33%~37%、使用模块 2~3 个,32.9
C0499,2025-06-01,R3,低,连续3月席位利用率 40%~47%、使用模块 3~4 个,38.6
C0499,2025-07-01,R3,低,连续3月席位利用率 35%~46%、使用模块 3~4 个,36.6
C0499,2025-08-01,R3,低,连续3月席位利用率 29%~40%、使用模块 2~3 个,31.4
