customer_id,month,in_service,usage_score,login_score,ticket_score,csat_score,health,tier
C0117,2024-10-01,True,91.1,90.0,52.8,84.0,80.5,健康
C0117,2024-11-01,True,91.1,90.0,52.8,84.0,80.5,健康
C0117,2024-12-01,True,91.1,90.0,52.8,85.0,80.6,健康
C0117,2025-01-01,True,91.1,90.0,52.8,86.0,80.7,健康
C0117,2025-02-01,True,91.1,82.5,52.8,87.3,79.0,关注
C0117,2025-03-01,True,91.1,75.0,52.8,84.7,76.9,关注
C0117,2025-04-01,True,76.1,59.3,52.8,80.0,66.5,关注
C0117,2025-05-01,True,76.1,56.5,52.8,74.0,65.2,关注
C0117,2025-06-01,False,15.0,25.6,52.8,72.0,32.8,高风险
C0117,2025-07-01,False,0.0,10.0,52.8,70.0,22.7,高风险
C0117,2025-08-01,False,0.0,10.0,52.8,80.0,23.7,高风险
C0118,2024-09-01,True,75.7,90.0,15.0,94.0,65.9,关注
C0118,2024-10-01,True,78.6,90.4,15.0,92.0,67.0,关注
C0118,2024-11-01,True,81.5,93.2,15.0,88.7,68.5,关注
C0118,2024-12-01,True,85.9,95.1,52.8,89.0,80.3,健康
C0118,2025-01-01,True,88.8,94.5,52.8,92.0,81.5,健康
C0118,2025-02-01,True,88.8,100.0,52.8,94.0,83.1,健康
C0118,2025-03-01,True,91.1,100.0,52.8,96.0,84.2,健康
C0118,2025-04-01,True,91.1,100.0,52.8,90.0,83.6,健康
C0118,2025-05-01,True,88.8,94.5,52.8,88.7,81.2,健康
C0118,2025-06-01,True,95.6,84.3,52.8,85.0,81.0,健康
C0118,2025-07-01,True,93.2,80.4,52.8,86.0,79.2,关注
C0118,2025-08-01,True,95.6,88.0,52.8,91.0,82.5,健康
C0119,2024-09-01,True,81.8,90.0,15.0,84.0,67.4,关注
C0119,2024-10-01,True,83.3,91.4,15.0,84.0,68.3,关注
C0119,2024-11-01,True,78.7,89.0,15.0,85.3,66.0,关注
C0119,2024-12-01,True,81.8,87.6,15.0,85.0,66.9,关注
C0119,2025-01-01,True,86.4,92.1,15.0,84.4,69.7,关注
C0119,2025-02-01,True,80.2,92.8,15.0,84.0,67.5,关注
C0119,2025-03-01,True,81.8,92.8,15.0,85.3,68.2,关注
C0119,2025-04-01,True,81.8,87.9,15.0,85.3,67.0,关注
C0119,2025-05-01,True,66.6,68.7,15.0,83.3,55.9,高风险
C0119,2025-06-01,False,1.5,29.0,15.0,81.0,19.7,高风险
C0119,2025-07-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0119,2025-08-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0120,2024-09-01,True,78.0,90.0,52.8,80.0,74.9,关注
C0120,2024-10-01,True,81.9,95.9,52.8,80.0,77.9,关注
C0120,2024-11-01,True,90.3,98.9,52.8,86.0,82.7,健康
C0120,2024-12-01,True,82.4,88.9,52.8,86.0,77.0,关注
C0120,2025-01-01,True,86.4,82.8,52.8,87.0,77.1,关注
C0120,2025-02-01,True,90.3,77.4,52.8,92.0,77.9,关注
C0120,2025-03-01,True,86.4,81.0,52.8,90.0,77.0,关注
C0120,2025-04-01,True,82.4,89.2,52.8,86.0,77.1,关注
C0120,2025-05-01,True,90.3,94.4,52.8,82.0,81.1,健康
C0120,2025-06-01,True,86.4,96.3,52.8,82.7,80.1,健康
C0120,2025-07-01,True,90.8,100.0,52.8,86.0,83.1,健康
C0120,2025-08-01,True,90.8,98.8,52.8,88.0,83.0,健康
C0121,2024-09-01,True,83.4,90.0,15.0,88.0,68.4,关注
C0121,2024-10-01,True,83.4,90.0,15.0,88.0,68.4,关注
C0121,2024-11-01,True,85.5,91.2,15.0,88.7,69.6,关注
C0121,2024-12-01,True,81.4,90.0,15.0,87.0,67.5,关注
C0121,2025-01-01,True,77.3,86.1,15.0,87.2,64.9,关注
C0121,2025-02-01,True,66.8,63.4,15.0,85.0,54.8,高风险
C0121,2025-03-01,True,38.0,33.1,15.0,80.0,35.3,高风险
C0121,2025-04-01,True,23.5,10.0,15.0,71.0,22.7,高风险
C0121,2025-05-01,True,12.9,10.0,15.0,70.7,18.5,高风险
C0121,2025-06-01,True,6.5,10.0,15.0,70.0,15.8,高风险
C0121,2025-07-01,False,2.0,10.0,15.0,70.0,14.1,高风险
C0121,2025-08-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0122,2024-09-01,True,80.2,90.0,15.0,78.0,66.1,关注
C0122,2024-10-01,True,78.5,94.4,15.0,81.0,66.9,关注
C0122,2024-11-01,True,85.2,95.1,15.0,82.7,69.9,关注
C0122,2024-12-01,True,83.1,93.9,15.0,85.0,69.0,关注
C0122,2025-01-01,True,83.0,91.8,15.0,86.4,68.5,关注
C0122,2025-02-01,True,87.5,95.2,15.0,92.0,71.7,关注
C0122,2025-03-01,True,89.8,88.9,15.0,93.3,71.2,关注
C0122,2025-04-01,True,88.1,98.1,15.0,91.3,72.6,关注
C0122,2025-05-01,True,87.5,98.9,15.0,88.7,72.3,关注
C0122,2025-06-01,True,86.4,99.1,15.0,88.0,71.9,关注
C0122,2025-07-01,True,94.2,89.3,15.0,89.0,72.7,关注
C0122,2025-08-01,True,90.3,80.5,15.0,96.0,69.6,关注
C0123,2024-09-01,True,82.0,90.0,15.0,92.0,68.3,关注
C0123,2024-10-01,True,80.2,87.6,15.0,91.0,66.9,关注
C0123,2024-11-01,True,80.2,83.6,15.0,89.3,65.7,关注
C0123,2024-12-01,True,90.0,91.9,52.8,88.0,81.0,健康
C0123,2025-01-01,True,86.5,96.7,52.8,87.6,80.7,健康
C0123,2025-02-01,True,88.3,100.0,52.8,85.0,82.0,健康
C0123,2025-03-01,True,86.5,89.0,52.8,88.0,78.8,关注
C0123,2025-04-01,True,82.9,81.0,52.8,91.0,75.7,关注
C0123,2025-05-01,True,84.7,70.5,52.8,95.3,74.2,关注
C0123,2025-06-01,True,88.3,88.7,52.8,94.7,80.2,健康
C0123,2025-07-01,True,94.5,96.5,52.8,90.7,84.2,健康
C0123,2025-08-01,True,94.5,100.0,52.8,89.3,84.9,健康
C0124,2024-09-01,True,91.1,90.0,52.8,88.0,80.9,健康
C0124,2024-10-01,True,87.4,81.5,52.8,88.0,77.3,关注
C0124,2024-11-01,True,82.9,78.7,52.8,88.0,74.8,关注
C0124,2024-12-01,True,87.4,85.4,52.8,88.0,78.3,关注
C0124,2025-01-01,True,87.4,87.5,52.8,88.0,78.8,关注
C0124,2025-02-01,True,45.9,58.1,52.8,79.0,54.0,高风险
C0124,2025-03-01,True,32.1,29.1,52.8,70.0,40.3,高风险
C0124,2025-04-01,True,41.5,10.0,52.8,70.0,39.3,高风险
C0124,2025-05-01,True,68.6,29.2,52.8,80.0,55.9,高风险
C0124,2025-06-01,True,78.0,100.0,52.8,80.0,77.4,关注
C0124,2025-07-01,True,87.4,100.0,52.8,80.0,81.1,健康
C0124,2025-08-01,True,91.1,100.0,52.8,80.0,82.6,健康
C0125,2024-09-01,True,78.8,90.0,52.8,88.0,76.0,关注
C0125,2024-10-01,True,82.1,91.8,52.8,87.0,77.7,关注
C0125,2024-11-01,True,88.2,93.5,52.8,87.3,80.6,健康
C0125,2024-12-01,True,85.4,94.9,15.0,87.3,70.4,关注
C0125,2025-01-01,True,88.2,92.3,15.0,87.3,70.8,关注
C0125,2025-02-01,True,88.2,95.2,15.0,84.0,71.2,关注
C0125,2025-03-01,True,91.1,87.8,15.0,89.0,71.0,关注
C0125,2025-04-01,True,88.2,88.7,15.0,88.7,70.1,关注
C0125,2025-05-01,True,95.6,91.8,15.0,88.7,73.8,关注
C0125,2025-06-01,True,89.8,96.8,15.0,86.7,72.5,关注
C0125,2025-07-01,True,91.1,98.5,15.0,86.0,73.4,关注
C0125,2025-08-01,True,88.2,92.1,15.0,86.7,70.7,关注
C0126,2024-09-01,True,91.1,90.0,15.0,90.0,71.7,关注
C0126,2024-10-01,True,82.8,81.4,15.0,90.0,66.2,关注
C0126,2024-11-01,True,78.8,74.9,15.0,84.0,62.4,关注
C0126,2024-12-01,True,72.4,77.5,15.0,81.3,60.2,关注
C0126,2025-01-01,True,65.4,77.4,15.0,81.5,57.4,高风险
C0126,2025-02-01,True,62.0,55.0,15.0,78.7,50.2,高风险
C0126,2025-03-01,True,58.0,54.7,15.0,76.7,48.3,高风险
C0126,2025-04-01,True,49.1,56.3,15.0,72.7,44.7,高风险
C0126,2025-05-01,False,0.5,28.5,15.0,70.0,18.1,高风险
C0126,2025-06-01,False,0.0,10.0,15.0,70.0,13.2,高风险
C0126,2025-07-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0126,2025-08-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0127,2024-09-01,True,76.7,90.0,52.8,80.0,74.4,关注
C0127,2024-10-01,True,89.4,94.9,52.8,92.0,81.9,健康
C0127,2024-11-01,True,89.4,98.9,52.8,95.0,83.2,健康
C0127,2024-12-01,True,76.7,94.7,52.8,95.0,77.0,关注
C0127,2025-01-01,True,89.4,94.3,52.8,95.0,82.1,健康
C0127,2025-02-01,True,89.4,100.0,52.8,90.0,83.0,健康
C0127,2025-03-01,True,81.1,96.5,52.8,92.0,79.0,关注
C0127,2025-04-01,True,81.1,83.7,52.8,91.3,75.7,关注
C0127,2025-05-01,True,89.4,79.2,52.8,92.0,78.0,关注
C0127,2025-06-01,True,93.9,83.7,52.8,87.0,80.4,健康
C0127,2025-07-01,True,89.4,92.9,52.8,84.0,80.6,健康
C0127,2025-08-01,True,93.9,92.9,52.8,81.0,82.1,健康
C0128,2024-09-01,True,84.2,90.0,15.0,88.0,68.7,关注
C0128,2024-10-01,True,82.5,88.3,15.0,87.0,67.5,关注
C0128,2024-11-01,True,86.9,87.8,15.0,86.0,69.1,关注
C0128,2024-12-01,True,82.5,89.1,15.0,86.0,67.6,关注
C0128,2025-01-01,True,84.2,90.2,15.0,86.0,68.6,关注
C0128,2025-02-01,True,80.7,88.8,15.0,85.3,66.8,关注
C0128,2025-03-01,True,68.5,69.1,15.0,85.0,56.9,高风险
C0128,2025-04-01,True,33.5,33.0,15.0,78.0,33.2,高风险
C0128,2025-05-01,True,20.3,10.0,15.0,69.0,21.3,高风险
C0128,2025-06-01,True,12.4,10.0,15.0,66.0,17.8,高风险
C0128,2025-07-01,True,6.2,10.0,15.0,62.0,14.9,高风险
C0128,2025-08-01,False,1.7,10.0,15.0,60.0,12.9,高风险
C0129,2024-09-01,True,87.1,90.0,15.0,82.0,69.3,关注
C0129,2024-10-01,True,87.1,90.0,15.0,82.0,69.3,关注
C0129,2024-11-01,True,90.1,91.8,15.0,82.0,71.0,关注
C0129,2024-12-01,True,85.8,90.8,15.0,84.0,69.2,关注
C0129,2025-01-01,True,89.5,84.9,15.0,84.5,69.2,关注
C0129,2025-02-01,True,86.4,72.8,15.0,84.7,65.0,关注
C0129,2025-03-01,True,83.4,64.7,15.0,83.0,61.6,关注
C0129,2025-04-01,True,80.9,64.9,15.0,80.0,60.3,关注
C0129,2025-05-01,True,77.8,68.7,15.0,80.0,60.0,关注
C0129,2025-06-01,True,74.8,71.9,15.0,80.0,59.6,高风险
C0129,2025-07-01,True,71.7,70.4,15.0,54.0,55.4,高风险
C0129,2025-08-01,True,68.6,68.8,15.0,50.0,53.4,高风险
C0130,2024-09-01,True,91.1,90.0,15.0,82.0,70.9,关注
C0130,2024-10-01,True,91.1,90.0,15.0,84.0,71.1,关注
C0130,2024-11-01,True,89.7,88.0,15.0,84.7,70.1,关注
C0130,2024-12-01,True,91.1,87.8,15.0,86.0,70.7,关注
C0130,2025-01-01,True,89.7,89.0,15.0,85.6,70.4,关注
C0130,2025-02-01,True,90.5,87.5,15.0,87.0,70.5,关注
C0130,2025-03-01,True,91.1,88.5,15.0,84.0,70.7,关注
C0130,2025-04-01,True,91.1,91.8,15.0,86.0,71.7,关注
C0130,2025-05-01,False,0.8,52.5,15.0,86.0,25.8,高风险
C0130,2025-06-01,False,0.0,14.2,15.0,86.0,15.9,高风险
C0130,2025-07-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0130,2025-08-01,False,0.0,10.0,15.0,80.0,14.2,高风险
C0131,2024-09-01,True,85.3,90.0,15.0,80.0,68.4,关注
C0131,2024-10-01,True,80.8,91.9,15.0,84.0,67.5,关注
C0131,2024-11-01,True,76.7,90.0,15.0,88.0,65.7,关注
C0131,2024-12-01,True,83.9,91.3,15.0,88.0,68.9,关注
C0131,2025-01-01,True,86.7,94.6,15.0,89.5,71.0,关注
C0131,2025-02-01,True,86.7,100.0,15.0,90.0,72.4,关注
C0131,2025-03-01,True,88.1,94.3,15.0,92.0,71.7,关注
C0131,2025-04-01,True,91.1,92.9,15.0,90.7,72.5,关注
C0131,2025-05-01,True,89.4,91.5,15.0,92.7,71.7,关注
C0131,2025-06-01,True,88.1,94.5,15.0,89.3,71.5,关注
C0131,2025-07-01,True,93.9,91.6,15.0,89.3,73.1,关注
C0131,2025-08-01,True,95.6,90.2,15.0,87.3,73.3,关注
C0132,2024-09-01,True,78.6,90.0,15.0,92.0,66.9,关注
C0132,2024-10-01,True,78.6,83.8,15.0,96.0,65.7,关注
C0132,2024-11-01,True,88.8,86.2,15.0,96.0,70.4,关注
C0132,2024-12-01,True,84.7,91.8,15.0,93.3,69.9,关注
C0132,2025-01-01,True,87.2,92.1,15.0,90.0,70.6,关注
C0132,2025-02-01,True,86.3,92.5,15.0,88.0,70.2,关注
C0132,2025-03-01,True,86.3,93.4,15.0,88.0,70.4,关注
C0132,2025-04-01,True,94.9,86.1,15.0,86.7,71.9,关注
C0132,2025-05-01,True,91.6,92.6,15.0,82.0,71.7,关注
C0132,2025-06-01,True,91.6,94.4,15.0,79.0,71.9,关注
C0132,2025-07-01,True,91.6,93.5,15.0,84.0,72.2,关注
C0132,2025-08-01,True,91.6,91.1,15.0,86.0,71.8,关注
C0133,2024-09-01,True,86.4,90.0,15.0,80.0,68.8,关注
C0133,2024-10-01,True,83.3,86.6,15.0,94.0,68.1,关注
C0133,2024-11-01,True,86.2,87.9,15.0,94.0,69.6,关注
C0133,2024-12-01,True,87.7,89.5,15.0,94.0,70.6,关注
C0133,2025-01-01,True,90.8,89.6,15.0,93.0,71.8,关注
C0133,2025-02-01,True,84.7,84.7,15.0,98.0,68.6,关注
C0133,2025-03-01,True,86.2,93.3,15.0,94.0,71.0,关注
C0133,2025-04-01,True,83.2,89.3,15.0,95.0,68.8,关注
C0133,2025-05-01,True,89.3,98.3,15.0,90.0,73.0,关注
C0133,2025-06-01,True,93.7,90.8,15.0,93.0,73.2,关注
C0133,2025-07-01,True,90.7,89.2,15.0,92.0,71.5,关注
C0133,2025-08-01,True,95.6,86.5,15.0,90.7,72.7,关注
C0134,2024-09-01,True,86.7,90.0,52.8,82.0,78.6,关注
C0134,2024-10-01,True,85.7,95.6,52.8,85.0,79.9,关注
C0134,2024-11-01,True,86.7,98.5,52.8,85.0,81.0,健康
C0134,2024-12-01,True,85.7,90.6,52.8,85.0,78.6,关注
C0134,2025-01-01,True,85.7,88.9,52.8,86.0,78.3,关注
C0134,2025-02-01,True,85.7,86.9,52.8,88.0,78.0,关注
C0134,2025-03-01,True,91.1,95.3,52.8,90.0,82.5,健康
C0134,2025-04-01,True,85.7,88.2,52.8,92.0,78.7,关注
C0134,2025-05-01,True,85.7,86.9,52.8,89.0,78.1,关注
C0134,2025-06-01,True,90.1,71.6,52.8,86.0,75.7,关注
C0134,2025-07-01,True,90.1,81.3,52.8,86.0,78.2,关注
C0134,2025-08-01,True,85.7,91.1,52.8,81.0,78.3,关注
C0135,2024-09-01,True,83.1,90.0,15.0,86.0,68.1,关注
C0135,2024-10-01,True,86.7,95.0,15.0,85.0,70.7,关注
C0135,2024-11-01,True,82.2,92.8,15.0,84.0,68.2,关注
C0135,2024-12-01,True,87.6,86.8,15.0,84.5,68.9,关注
C0135,2025-01-01,True,79.4,87.2,15.0,84.4,65.8,关注
C0135,2025-02-01,True,81.3,83.1,15.0,84.0,65.4,关注
C0135,2025-03-01,True,74.1,66.8,15.0,80.7,58.1,高风险
C0135,2025-04-01,True,42.8,43.8,15.0,79.0,39.7,高风险
C0135,2025-05-01,True,30.7,12.4,15.0,71.0,26.2,高风险
C0135,2025-06-01,True,15.4,10.0,15.0,65.0,18.9,高风险
C0135,2025-07-01,True,11.7,10.0,15.0,62.7,17.2,高风险
C0135,2025-08-01,True,6.3,10.0,15.0,58.0,14.6,高风险
C0136,2024-09-01,True,77.7,90.0,15.0,94.0,66.7,关注
C0136,2024-10-01,True,88.6,85.8,15.0,94.0,70.0,关注
C0136,2024-11-01,True,82.5,81.5,15.0,86.0,65.7,关注
C0136,2024-12-01,True,90.2,89.6,15.0,88.0,71.0,关注
C0136,2025-01-01,True,83.8,93.9,15.0,88.5,69.6,关注
C0136,2025-02-01,True,88.6,100.0,15.0,91.0,73.3,关注
C0136,2025-03-01,True,88.6,100.0,15.0,86.0,72.8,关注
C0136,2025-04-01,True,87.0,100.0,15.0,83.0,71.8,关注
C0136,2025-05-01,True,87.0,90.3,15.0,86.0,69.7,关注
C0136,2025-06-01,True,89.8,90.4,15.0,88.0,71.1,关注
C0136,2025-07-01,True,89.8,85.4,15.0,87.3,69.8,关注
C0136,2025-08-01,True,91.4,80.9,15.0,87.3,69.3,关注
C0137,2024-09-01,True,79.2,90.0,52.8,86.0,76.0,关注
C0137,2024-10-01,True,79.2,90.0,52.8,86.0,76.0,关注
C0137,2024-11-01,True,79.2,90.0,52.8,86.7,76.0,关注
C0137,2024-12-01,True,79.2,90.0,52.8,86.5,76.0,关注
C0137,2025-01-01,True,86.7,92.9,52.8,86.5,79.7,关注
C0137,2025-02-01,True,79.2,94.8,52.8,84.0,77.0,关注
C0137,2025-03-01,True,79.2,94.8,52.8,84.0,77.0,关注
C0137,2025-04-01,True,86.7,90.0,52.8,84.7,78.8,关注
C0137,2025-05-01,True,67.2,72.6,52.8,82.7,66.5,关注
C0137,2025-06-01,False,7.5,34.1,52.8,81.0,32.8,高风险
C0137,2025-07-01,False,0.0,10.0,52.8,76.0,23.3,高风险
C0137,2025-08-01,False,0.0,10.0,52.8,80.0,23.7,高风险
C0138,2024-09-01,True,74.7,90.0,15.0,88.0,64.9,关注
C0138,2024-10-01,True,84.0,100.0,15.0,85.0,70.9,关注
C0138,2024-11-01,True,87.5,100.0,15.0,87.3,72.5,关注
C0138,2024-12-01,True,79.1,88.5,15.0,87.3,66.3,关注
C0138,2025-01-01,True,84.1,89.1,15.0,87.0,68.3,关注
C0138,2025-02-01,True,86.0,88.7,15.0,89.0,69.2,关注
C0138,2025-03-01,True,86.5,85.8,15.0,87.3,68.5,关注
C0138,2025-04-01,True,83.6,88.3,15.0,86.7,67.9,关注
C0138,2025-05-01,True,81.6,80.8,15.0,82.0,64.8,关注
C0138,2025-06-01,True,89.9,80.3,15.0,86.0,68.4,关注
C0138,2025-07-01,True,87.5,87.5,15.0,87.0,69.3,关注
C0138,2025-08-01,True,90.0,98.4,15.0,90.0,73.3,关注
C0139,2024-09-01,True,86.7,90.0,15.0,84.0,69.3,关注
C0139,2024-10-01,True,79.2,82.2,15.0,86.0,64.6,关注
C0139,2024-11-01,True,79.2,80.5,15.0,89.3,64.5,关注
C0139,2024-12-01,True,81.7,85.8,15.0,89.3,66.8,关注
C0139,2025-01-01,True,86.1,88.2,15.0,91.0,69.4,关注
C0139,2025-02-01,True,86.1,89.1,15.0,88.0,69.3,关注
C0139,2025-03-01,True,83.6,97.4,52.8,88.7,79.8,关注
C0139,2025-04-01,True,86.1,97.0,52.8,84.7,80.4,健康
C0139,2025-05-01,True,83.6,90.3,15.0,87.3,68.5,关注
C0139,2025-06-01,True,88.1,86.8,15.0,86.0,69.3,关注
C0139,2025-07-01,True,90.6,79.7,15.0,88.0,68.7,关注
C0139,2025-08-01,True,88.1,83.6,52.8,80.0,77.3,关注
C0140,2024-09-01,True,79.9,90.0,52.8,94.0,77.1,关注
C0140,2024-10-01,True,79.9,82.8,52.8,94.0,75.3,关注
C0140,2024-11-01,True,81.9,81.2,52.8,90.0,75.3,关注
C0140,2024-12-01,True,84.3,93.4,15.0,89.3,69.8,关注
C0140,2025-01-01,True,79.9,93.4,15.0,89.0,67.9,关注
C0140,2025-02-01,True,84.3,98.6,15.0,88.0,70.9,关注
C0140,2025-03-01,True,84.3,84.2,15.0,87.0,67.2,关注
C0140,2025-04-01,True,86.8,85.2,52.8,88.0,78.0,关注
C0140,2025-05-01,True,93.6,85.7,52.8,91.3,81.2,健康
C0140,2025-06-01,True,88.8,100.0,52.8,90.7,82.8,健康
C0140,2025-07-01,True,86.4,98.6,52.8,92.7,81.7,健康
C0140,2025-08-01,True,88.8,87.0,52.8,92.0,79.7,关注
C0141,2024-09-01,True,80.1,90.0,15.0,98.0,68.1,关注
C0141,2024-10-01,True,87.0,90.3,15.0,97.0,70.8,关注
C0141,2024-11-01,True,85.8,87.9,15.0,95.3,69.6,关注
C0141,2024-12-01,True,85.1,92.3,15.0,90.5,69.9,关注
C0141,2025-01-01,True,87.0,95.8,15.0,88.8,71.4,关注
C0141,2025-02-01,True,89.6,100.0,15.0,81.3,72.7,关注
C0141,2025-03-01,True,83.2,92.9,15.0,90.0,69.3,关注
C0141,2025-04-01,True,88.3,90.3,15.0,94.0,71.0,关注
C0141,2025-05-01,True,91.5,77.2,15.0,96.0,69.3,关注
C0141,2025-06-01,True,90.2,85.1,15.0,89.0,70.0,关注
C0141,2025-07-01,True,90.9,86.2,15.0,88.7,70.5,关注
C0141,2025-08-01,False,1.3,55.0,15.0,88.0,26.8,高风险
C0142,2024-09-01,True,77.6,90.0,15.0,80.0,65.3,关注
C0142,2024-10-01,True,82.9,95.7,15.0,84.0,69.2,关注
C0142,2024-11-01,True,87.4,99.9,15.0,90.0,72.7,关注
C0142,2024-12-01,True,84.7,94.0,15.0,88.0,69.9,关注
C0142,2025-01-01,True,84.7,89.3,15.0,88.5,68.8,关注
C0142,2025-02-01,True,82.0,89.7,15.0,88.0,67.8,关注
C0142,2025-03-01,True,90.0,90.8,15.0,91.3,71.6,关注
C0142,2025-04-01,True,91.1,96.4,15.0,92.0,73.5,关注
C0142,2025-05-01,True,91.1,100.0,15.0,91.3,74.3,关注
C0142,2025-06-01,True,87.4,95.1,15.0,89.3,71.4,关注
C0142,2025-07-01,True,84.7,87.3,15.0,88.0,68.2,关注
C0142,2025-08-01,True,94.5,81.2,15.0,89.3,70.8,关注
C0143,2024-09-01,True,88.5,90.0,15.0,88.0,70.4,关注
C0143,2024-10-01,True,90.7,91.9,15.0,89.0,71.9,关注
C0143,2024-11-01,True,88.5,91.3,15.0,89.0,70.9,关注
C0143,2024-12-01,True,91.1,90.8,15.0,89.3,71.8,关注
C0143,2025-01-01,True,90.7,91.7,15.0,89.0,71.8,关注
C0143,2025-02-01,True,90.7,93.7,15.0,89.3,72.4,关注
C0143,2025-03-01,True,90.7,90.2,15.0,89.0,71.5,关注
C0143,2025-04-01,True,88.5,88.7,15.0,87.0,70.0,关注
C0143,2025-05-01,True,91.1,90.0,15.0,83.0,71.0,关注
C0143,2025-06-01,True,35.4,58.2,15.0,75.3,40.0,高风险
C0143,2025-07-01,True,13.3,21.9,15.0,62.7,20.8,高风险
C0143,2025-08-01,True,2.2,10.0,15.0,49.3,12.1,高风险
C0144,2024-09-01,True,82.9,90.0,15.0,86.0,68.0,关注
C0144,2024-10-01,True,82.9,83.4,15.0,92.0,67.0,关注
C0144,2024-11-01,True,82.9,82.8,15.0,92.0,66.8,关注
C0144,2024-12-01,True,90.0,88.9,52.8,88.7,80.3,健康
C0144,2025-01-01,True,84.7,88.6,52.8,87.0,77.9,关注
C0144,2025-02-01,True,90.0,89.7,52.8,85.3,80.2,健康
C0144,2025-03-01,True,87.4,94.4,52.8,86.0,80.3,健康
C0144,2025-04-01,True,91.1,100.0,15.0,87.3,73.9,关注
C0144,2025-05-01,True,90.0,99.8,52.8,85.3,82.7,健康
C0144,2025-06-01,True,95.6,98.7,52.8,84.0,84.5,健康
C0144,2025-07-01,True,95.6,85.7,52.8,86.0,81.4,健康
C0144,2025-08-01,True,94.5,84.4,52.8,86.0,80.7,健康
C0145,2024-09-01,True,89.4,90.0,52.8,80.0,79.5,关注
C0145,2024-10-01,True,89.4,90.0,52.8,94.0,80.9,健康
C0145,2024-11-01,True,91.1,92.6,52.8,89.0,81.7,健康
C0145,2024-12-01,True,91.1,93.8,52.8,87.3,81.8,健康
C0145,2025-01-01,True,89.4,90.5,52.8,89.5,80.6,健康
C0145,2025-02-01,True,51.1,65.2,52.8,90.0,58.9,高风险
C0145,2025-03-01,True,34.2,28.3,52.8,77.0,41.6,高风险
C0145,2025-04-01,True,42.5,10.0,52.8,61.0,38.8,高风险
C0145,2025-05-01,True,72.8,29.2,15.0,66.7,46.8,高风险
C0145,2025-06-01,True,81.1,100.0,52.8,78.7,78.5,关注
C0145,2025-07-01,True,89.4,100.0,15.0,86.7,73.2,关注
C0145,2025-08-01,True,91.1,100.0,15.0,92.7,74.5,关注
C0146,2024-09-01,True,76.7,90.0,52.8,80.0,74.4,关注
C0146,2024-10-01,True,76.7,86.5,52.8,80.0,73.5,关注
C0146,2024-11-01,True,81.1,88.4,52.8,90.0,76.8,关注
C0146,2024-12-01,True,81.1,90.0,52.8,87.0,76.8,关注
C0146,2025-01-01,True,81.1,86.8,52.8,88.0,76.2,关注
C0146,2025-02-01,True,91.1,98.1,52.8,86.0,82.8,健康
C0146,2025-03-01,True,91.1,100.0,52.8,86.0,83.2,健康
C0146,2025-04-01,True,91.1,100.0,52.8,84.0,83.0,健康
C0146,2025-05-01,True,81.1,96.2,52.8,86.0,78.3,关注
C0146,2025-06-01,True,95.6,94.1,52.8,92.0,84.2,健康
C0146,2025-07-01,True,91.1,88.1,52.8,90.7,80.7,健康
C0146,2025-08-01,True,95.6,100.0,52.8,92.0,85.6,健康
C0147,2024-09-01,True,88.5,90.0,52.8,82.0,79.3,关注
C0147,2024-10-01,True,79.6,83.1,52.8,84.0,74.2,关注
C0147,2024-11-01,True,79.6,79.5,52.8,83.3,73.2,关注
C0147,2024-12-01,True,70.8,80.9,52.8,81.5,69.9,关注
C0147,2025-01-01,True,66.3,78.8,52.8,80.8,67.5,关注
C0147,2025-02-01,True,57.5,56.1,52.8,76.0,57.8,高风险
C0147,2025-03-01,True,57.5,54.4,52.8,74.7,57.3,高风险
C0147,2025-04-01,True,48.6,52.6,52.8,73.0,53.1,高风险
C0147,2025-05-01,True,44.2,53.4,52.8,72.0,51.4,高风险
C0147,2025-06-01,True,39.8,51.0,52.8,66.0,48.5,高风险
C0147,2025-07-01,True,35.4,47.9,52.8,66.0,45.9,高风险
C0147,2025-08-01,False,4.4,26.0,52.8,66.0,28.1,高风险
C0148,2024-09-01,True,84.4,90.0,52.8,84.0,77.8,关注
C0148,2024-10-01,True,78.6,79.8,52.8,84.0,73.0,关注
C0148,2024-11-01,True,84.4,82.3,52.8,89.0,76.4,关注
C0148,2024-12-01,True,83.0,92.1,52.8,90.0,78.4,关注
C0148,2025-01-01,True,84.4,89.5,52.8,90.0,78.3,关注
C0148,2025-02-01,True,83.0,86.5,52.8,96.0,77.6,关注
C0148,2025-03-01,True,83.0,90.3,52.8,100.0,79.0,关注
C0148,2025-04-01,True,88.8,86.2,52.8,95.0,79.8,关注
C0148,2025-05-01,True,83.0,91.7,52.8,91.0,78.4,关注
C0148,2025-06-01,True,87.5,86.4,52.8,88.0,78.6,关注
C0148,2025-07-01,True,83.0,84.2,52.8,90.0,76.5,关注
C0148,2025-08-01,True,87.5,83.0,52.8,88.0,77.7,关注
C0149,2024-09-01,True,85.1,90.0,15.0,84.0,68.7,关注
C0149,2024-10-01,True,82.2,91.4,15.0,85.0,68.0,关注
C0149,2024-11-01,True,80.7,92.3,15.0,84.7,67.6,关注
