customer_id,month,logins,active_accounts,seats,tickets,avg_resolve_hours,csat,active_modules
C0109,2025-06-01,682,56,76,11,20.0,4.3,9
C0109,2025-07-01,654,56,76,6,7.7,4.4,8
C0109,2025-08-01,601,56,76,5,28.8,4.6,9
C0110,2024-09-01,232,25,34,10,7.6,4.5,7
C0110,2024-10-01,220,24,34,10,13.4,4.4,8
C0110,2024-11-01,227,25,34,7,18.2,4.4,7
C0110,2024-12-01,215,25,34,5,14.8,4.2,8
C0110,2025-01-01,189,25,34,10,10.7,,8
C0110,2025-02-01,229,24,34,8,9.7,4.5,8
C0110,2025-03-01,209,24,34,10,6.2,4.1,8
C0110,2025-04-01,230,24,34,11,21.3,4.4,8
C0110,2025-05-01,201,22,34,7,8.9,4.1,8
C0110,2025-06-01,250,26,34,7,15.6,4.6,9
C0110,2025-07-01,253,27,34,9,7.2,4.4,9
C0110,2025-08-01,191,25,34,3,10.2,,9
C0111,2024-09-01,944,111,155,20,8.0,3.9,7
C0111,2024-10-01,1019,107,155,25,8.5,4.5,7
C0111,2024-11-01,1035,111,155,28,8.5,4.9,7
C0111,2024-12-01,926,111,155,20,13.1,4.8,7
C0111,2025-01-01,1071,113,155,18,9.2,4.3,8
C0111,2025-02-01,1036,118,155,25,18.6,3.8,8
C0111,2025-03-01,999,117,155,21,10.9,,8
C0111,2025-04-01,1044,120,155,22,17.2,4.8,8
C0111,2025-05-01,971,115,155,14,21.7,4.4,8
C0111,2025-06-01,1012,124,155,28,26.5,4.6,9
C0111,2025-07-01,1122,121,155,24,9.5,4.1,9
C0111,2025-08-01,1040,119,155,20,8.5,,9
C0112,2024-09-01,55,5,7,1,12.2,4.2,7
C0112,2024-10-01,68,5,7,4,12.8,4.7,7
C0112,2024-11-01,60,5,7,4,17.0,,8
C0112,2024-12-01,65,5,7,0,0.0,,8
C0112,2025-01-01,56,5,7,4,7.8,4.0,8
C0112,2025-02-01,58,5,7,2,16.0,4.5,8
C0112,2025-03-01,64,5,7,0,0.0,,8
C0112,2025-04-01,61,5,7,0,0.0,,8
C0112,2025-05-01,64,5,7,3,10.5,4.4,8
C0112,2025-06-01,62,5,7,2,13.7,4.8,9
C0112,2025-07-01,61,5,7,0,0.0,,9
C0112,2025-08-01,59,5,7,3,7.8,4.6,8
C0113,2024-09-01,92,10,14,1,15.8,4.1,7
C0113,2024-10-01,101,11,14,0,0.0,,7
C0113,2024-11-01,92,10,14,1,14.9,4.4,8
C0113,2024-12-01,92,10,14,2,5.3,4.5,7
C0113,2025-01-01,101,11,14,4,16.4,,7
C0113,2025-02-01,92,10,14,3,7.3,4.4,7
C0113,2025-03-01,51,9,14,7,18.1,3.7,6
C0113,2025-04-01,20,4,14,5,8.5,3.6,5
C0113,2025-05-01,10,2,14,5,18.1,3.5,4
C0113,2025-06-01,5,1,14,8,16.5,3.0,3
C0113,2025-07-01,0,0,14,7,18.8,2.8,3
C0113,2025-08-01,0,0,14,2,28.6,2.6,1
C0114,2024-09-01,313,39,53,5,6.1,,7
C0114,2024-10-01,292,37,53,4,8.4,4.7,7
C0114,2024-11-01,289,38,53,7,22.1,4.5,8
C0114,2024-12-01,283,39,53,11,11.2,4.5,8
C0114,2025-01-01,280,37,53,10,14.8,4.4,8
C0114,2025-02-01,331,40,53,10,9.3,4.1,8
C0114,2025-03-01,288,41,53,8,7.8,5.0,8
C0114,2025-04-01,280,39,53,10,6.8,4.2,8
C0114,2025-05-01,297,41,53,7,6.2,4.4,9
C0114,2025-06-01,286,39,53,11,6.8,4.5,9
C0114,2025-07-01,293,39,53,12,6.8,4.5,9
C0114,2025-08-01,350,44,53,9,15.4,4.2,9
C0115,2024-09-01,106,8,10,0,0.0,,8
C0115,2024-10-01,106,8,10,1,13.4,4.2,8
C0115,2024-11-01,106,8,10,2,11.9,4.3,8
C0115,2024-12-01,106,8,10,2,12.6,4.2,8
C0115,2025-01-01,106,8,10,1,15.0,4.3,8
C0115,2025-02-01,93,7,10,0,0.0,,8
C0115,2025-03-01,106,8,10,0,0.0,,8
C0115,2025-04-01,85,8,10,3,7.5,4.2,8
C0115,2025-05-01,74,7,10,2,25.0,3.9,8
C0115,2025-06-01,64,6,10,2,14.7,3.2,8
C0115,2025-07-01,0,1,10,0,0.0,,0
C0115,2025-08-01,0,0,10,0,0.0,,0
C0116,2024-09-01,134,10,12,1,15.5,4.4,8
C0116,2024-10-01,134,10,12,4,7.4,4.3,8
C0116,2024-11-01,134,10,12,2,8.0,4.6,8
C0116,2024-12-01,134,10,12,3,11.4,4.3,8
C0116,2025-01-01,121,9,12,2,11.7,4.2,8
C0116,2025-02-01,121,9,12,2,9.3,,8
C0116,2025-03-01,134,10,12,4,14.6,,8
C0116,2025-04-01,121,9,12,3,11.0,,8
C0116,2025-05-01,0,1,12,0,0.0,,0
C0116,2025-06-01,0,0,12,0,0.0,,0
C0116,2025-07-01,0,0,12,0,0.0,,0
C0116,2025-08-01,0,0,12,0,0.0,,0
C0117,2024-09-01,57,4,5,0,0.0,,8
C0117,2024-10-01,57,4,5,2,10.4,4.2,8
C0117,2024-11-01,57,4,5,2,21.5,,8
C0117,2024-12-01,57,4,5,1,10.7,4.3,8
C0117,2025-01-01,57,4,5,1,11.6,4.4,8
C0117,2025-02-01,46,4,5,1,6.1,4.4,8
C0117,2025-03-01,46,4,5,3,17.8,3.9,8
C0117,2025-04-01,34,3,5,1,13.3,3.7,8
C0117,2025-05-01,34,3,5,1,15.0,3.5,8
C0117,2025-06-01,0,1,5,0,0.0,,0
C0117,2025-07-01,0,0,5,0,0.0,,0
C0117,2025-08-01,0,0,5,0,0.0,,0
C0118,2024-09-01,126,17,26,7,12.6,4.7,7
C0118,2024-10-01,127,18,26,2,20.5,4.5,7
C0118,2024-11-01,137,19,26,4,6.1,4.1,7
C0118,2024-12-01,142,19,26,3,14.2,4.5,8
C0118,2025-01-01,147,20,26,3,8.6,5.2,8
C0118,2025-02-01,151,20,26,5,14.0,4.4,8
C0118,2025-03-01,169,21,26,2,5.0,4.8,8
C0118,2025-04-01,154,21,26,2,5.6,4.3,8
C0118,2025-05-01,137,20,26,3,5.6,4.2,8
C0118,2025-06-01,153,21,26,4,14.6,,9
C0118,2025-07-01,145,20,26,1,13.6,4.4,9
C0118,2025-08-01,154,21,26,4,12.5,4.7,9
C0119,2024-09-01,487,36,49,5,5.4,4.2,7
C0119,2024-10-01,501,37,49,13,17.6,4.2,7
C0119,2024-11-01,460,34,49,10,14.8,4.4,7
C0119,2024-12-01,487,36,49,14,18.7,4.2,7
C0119,2025-01-01,528,39,49,6,8.5,4.1,7
C0119,2025-02-01,474,35,49,5,8.9,4.3,7
C0119,2025-03-01,487,36,49,5,14.9,4.4,7
C0119,2025-04-01,487,36,49,10,9.1,4.1,7
C0119,2025-05-01,243,29,49,18,20.5,4.0,6
C0119,2025-06-01,0,1,49,0,0.0,,0
C0119,2025-07-01,0,0,49,0,0.0,,0
C0119,2025-08-01,0,0,49,0,0.0,,0
C0120,2024-09-01,195,13,19,4,6.5,,7
C0120,2024-10-01,218,14,19,3,14.6,,7
C0120,2024-11-01,224,15,19,1,8.9,4.3,8
C0120,2024-12-01,181,13,19,0,0.0,,8
C0120,2025-01-01,178,14,19,1,4.9,4.4,8
C0120,2025-02-01,209,15,19,1,6.0,4.8,8
C0120,2025-03-01,188,14,19,2,7.0,4.3,8
C0120,2025-04-01,182,13,19,2,13.7,3.8,8
C0120,2025-05-01,223,15,19,3,14.0,4.2,8
C0120,2025-06-01,206,14,19,1,18.2,4.4,8
C0120,2025-07-01,228,14,19,0,0.0,,9
C0120,2025-08-01,211,14,19,0,0.0,,9
C0121,2024-09-01,365,28,37,6,7.5,4.4,7
C0121,2024-10-01,365,28,37,10,10.8,4.4,7
C0121,2024-11-01,378,29,37,9,6.4,4.5,7
C0121,2024-12-01,352,27,37,5,6.7,4.1,7
C0121,2025-01-01,325,25,37,1,13.9,4.4,7
C0121,2025-02-01,178,22,37,12,17.2,,6
C0121,2025-03-01,72,10,37,20,12.6,3.6,5
C0121,2025-04-01,36,5,37,16,12.2,3.5,4
C0121,2025-05-01,14,2,37,18,11.1,3.5,3
C0121,2025-06-01,7,1,37,14,34.2,,2
C0121,2025-07-01,0,1,37,0,0.0,,0
C0121,2025-08-01,0,0,37,0,0.0,,0
C0122,2024-09-01,873,95,133,19,19.0,3.9,7
C0122,2024-10-01,949,92,133,30,7.0,4.2,7
C0122,2024-11-01,930,96,133,15,3.9,4.3,8
C0122,2024-12-01,1035,100,133,16,12.2,4.6,7
C0122,2025-01-01,881,92,133,15,9.4,4.6,8
C0122,2025-02-01,979,100,133,13,8.5,4.6,8
C0122,2025-03-01,1027,104,133,17,17.1,4.8,8
C0122,2025-04-01,1071,101,133,25,11.1,4.3,8
C0122,2025-05-01,1055,100,133,19,17.1,4.2,8
C0122,2025-06-01,1025,98,133,22,7.2,4.7,8
C0122,2025-07-01,979,104,133,15,14.5,,9
C0122,2025-08-01,893,97,133,20,15.6,4.9,9
C0123,2024-09-01,345,31,42,5,17.0,4.6,7
C0123,2024-10-01,331,30,42,4,20.0,4.5,7
C0123,2024-11-01,302,30,42,5,21.9,4.3,7
C0123,2024-12-01,400,33,42,4,8.0,4.2,8
C0123,2025-01-01,362,31,42,5,7.3,4.3,8
C0123,2025-02-01,368,32,42,5,7.3,,8
C0123,2025-03-01,294,31,42,3,5.4,4.5,8
C0123,2025-04-01,320,29,42,1,11.3,4.6,8
C0123,2025-05-01,327,30,42,9,10.6,5.2,8
C0123,2025-06-01,366,32,42,2,9.1,4.4,8
C0123,2025-07-01,353,33,42,12,14.3,4.0,9
C0123,2025-08-01,358,33,42,6,5.5,5.0,9
C0124,2024-09-01,62,7,8,1,17.1,4.4,8
C0124,2024-10-01,53,6,8,0,0.0,,8
C0124,2024-11-01,53,6,8,1,11.0,,7
C0124,2024-12-01,53,6,8,1,7.0,4.4,8
C0124,2025-01-01,53,6,8,0,0.0,,8
C0124,2025-02-01,16,3,8,1,17.0,3.5,5
C0124,2025-03-01,9,2,8,0,0.0,,4
C0124,2025-04-01,16,3,8,2,12.4,,4
C0124,2025-05-01,35,4,8,1,13.3,4.0,8
C0124,2025-06-01,44,5,8,0,0.0,,8
C0124,2025-07-01,53,6,8,0,0.0,,8
C0124,2025-08-01,62,7,8,0,0.0,,8
C0125,2024-09-01,485,32,46,4,3.8,4.4,7
C0125,2024-10-01,502,34,46,10,18.3,4.3,7
C0125,2024-11-01,519,35,46,14,6.4,4.4,8
C0125,2024-12-01,565,36,46,11,14.0,,7
C0125,2025-01-01,496,35,46,2,11.8,,8
C0125,2025-02-01,524,35,46,7,4.7,4.2,8
C0125,2025-03-01,536,37,46,8,6.9,4.7,8
C0125,2025-04-01,502,35,46,8,8.3,4.4,8
C0125,2025-05-01,576,37,46,2,9.7,4.2,9
C0125,2025-06-01,584,36,46,2,5.1,4.4,8
C0125,2025-07-01,534,38,46,12,9.0,4.3,8
C0125,2025-08-01,530,35,46,5,15.1,4.3,8
C0126,2024-09-01,1460,127,151,9,12.5,4.5,8
C0126,2024-10-01,1246,113,151,13,10.8,,7
C0126,2024-11-01,1108,105,151,15,15.8,3.9,7
C0126,2024-12-01,1019,101,151,21,10.1,3.8,6
C0126,2025-01-01,836,87,151,23,8.7,4.1,6
C0126,2025-02-01,814,89,151,16,11.1,3.9,5
C0126,2025-03-01,703,81,151,23,6.8,3.5,5
C0126,2025-04-01,591,72,151,15,8.1,3.5,4
C0126,2025-05-01,0,1,151,0,0.0,,0
C0126,2025-06-01,0,0,151,0,0.0,,0
C0126,2025-07-01,0,0,151,0,0.0,,0
C0126,2025-08-01,0,0,151,0,0.0,,0
C0127,2024-09-01,41,6,9,0,0.0,,7
C0127,2024-10-01,45,7,9,4,17.0,4.6,8
C0127,2024-11-01,48,7,9,1,27.6,4.9,8
C0127,2024-12-01,46,6,9,0,0.0,,7
C0127,2025-01-01,53,7,9,2,11.7,,8
C0127,2025-02-01,52,7,9,2,6.5,4.5,8
C0127,2025-03-01,43,6,9,2,5.6,4.7,8
C0127,2025-04-01,44,6,9,2,10.1,4.5,8
C0127,2025-05-01,50,7,9,0,0.0,,8
C0127,2025-06-01,46,7,9,2,3.1,4.2,9
C0127,2025-07-01,47,7,9,2,16.4,,8
C0127,2025-08-01,48,7,9,2,15.5,3.9,9
C0128,2024-09-01,416,33,43,5,16.7,4.4,7
C0128,2024-10-01,404,32,43,5,6.5,4.3,7
C0128,2024-11-01,404,32,43,5,15.2,4.2,8
C0128,2024-12-01,404,32,43,9,14.1,4.3,7
C0128,2025-01-01,416,33,43,8,21.6,4.3,7
C0128,2025-02-01,391,31,43,4,18.2,4.2,7
C0128,2025-03-01,188,24,43,7,9.2,,7
C0128,2025-04-01,62,9,43,9,14.3,3.6,5
C0128,2025-05-01,28,4,43,8,24.9,3.3,4
C0128,2025-06-01,14,2,43,7,16.3,3.0,3
C0128,2025-07-01,7,1,43,13,21.3,3.0,2
C0128,2025-08-01,0,1,43,0,0.0,,0
C0129,2024-09-01,797,91,122,33,17.8,4.1,8
C0129,2024-10-01,797,91,122,33,8.9,4.1,8
C0129,2024-11-01,841,96,122,28,13.1,,8
C0129,2024-12-01,780,89,122,28,9.7,4.4,8
C0129,2025-01-01,666,95,122,65,6.4,4.3,8
C0129,2025-02-01,631,90,122,61,9.8,4.0,8
C0129,2025-03-01,596,85,122,80,23.2,,8
C0129,2025-04-01,568,81,122,69,14.0,,8
C0129,2025-05-01,533,76,122,40,25.5,,8
C0129,2025-06-01,498,71,122,67,53.9,,8
C0129,2025-07-01,463,66,122,51,19.4,2.7,8
C0129,2025-08-01,427,61,122,78,37.5,2.3,8
C0130,2024-09-01,964,79,96,16,7.2,4.1,8
C0130,2024-10-01,964,79,96,22,5.7,4.3,8
C0130,2024-11-01,915,75,96,7,25.0,4.3,8
C0130,2024-12-01,939,77,96,19,15.5,4.5,8
C0130,2025-01-01,915,75,96,14,9.5,4.2,8
C0130,2025-02-01,927,76,96,14,13.8,,8
C0130,2025-03-01,939,77,96,20,8.4,,8
C0130,2025-04-01,952,78,96,13,8.3,4.3,8
C0130,2025-05-01,0,1,96,0,0.0,,0
C0130,2025-06-01,0,0,96,0,0.0,,0
C0130,2025-07-01,0,0,96,0,0.0,,0
C0130,2025-08-01,0,0,96,0,0.0,,0
C0131,2024-09-01,284,39,54,6,17.5,,8
C0131,2024-10-01,295,39,54,7,8.6,4.2,7
C0131,2024-11-01,273,36,54,8,13.4,4.6,7
C0131,2024-12-01,321,38,54,19,6.8,4.4,8
C0131,2025-01-01,312,40,54,6,6.4,4.7,8
C0131,2025-02-01,311,40,54,4,22.2,4.4,8
C0131,2025-03-01,304,41,54,12,12.9,4.7,8
C0131,2025-04-01,317,44,54,10,11.5,4.5,8
C0131,2025-05-01,337,42,54,9,8.1,4.7,8
C0131,2025-06-01,315,41,54,13,6.9,4.2,8
C0131,2025-07-01,295,42,54,13,4.2,4.5,9
C0131,2025-08-01,350,46,54,14,8.0,4.4,9
C0132,2024-09-01,652,63,91,14,8.0,4.6,7
C0132,2024-10-01,583,63,91,12,23.3,5.0,7
C0132,2024-11-01,657,70,91,7,15.1,,8
C0132,2024-12-01,622,65,91,14,23.8,4.4,8
C0132,2025-01-01,707,68,91,5,4.0,4.0,8
C0132,2025-02-01,611,67,91,14,8.8,4.8,8
C0132,2025-03-01,607,67,91,8,10.1,4.4,8
C0132,2025-04-01,702,72,91,11,24.6,3.8,9
C0132,2025-05-01,682,68,91,2,12.6,,9
C0132,2025-06-01,626,68,91,5,12.7,4.1,9
C0132,2025-07-01,680,68,91,6,7.3,4.3,9
C0132,2025-08-01,707,68,91,11,10.8,4.5,9
C0133,2024-09-01,512,39,49,8,30.8,,7
C0133,2024-10-01,482,37,49,17,14.4,4.7,7
C0133,2024-11-01,515,36,49,11,7.6,,8
C0133,2024-12-01,471,37,49,13,9.4,,8
C0133,2025-01-01,526,39,49,8,14.3,4.6,8
C0133,2025-02-01,443,35,49,10,5.5,5.2,8
C0133,2025-03-01,548,36,49,5,17.9,4.3,8
C0133,2025-04-01,512,34,49,4,22.4,,8
C0133,2025-05-01,499,38,49,11,11.2,4.7,8
C0133,2025-06-01,518,38,49,14,12.4,4.6,9
C0133,2025-07-01,476,36,49,8,13.7,4.5,9
C0133,2025-08-01,518,40,49,6,13.9,4.5,9
C0134,2024-09-01,117,9,11,2,22.5,4.1,7
C0134,2024-10-01,130,8,11,2,12.8,4.4,8
C0134,2024-11-01,134,9,11,3,8.9,,7
C0134,2024-12-01,116,8,11,0,0.0,,8
C0134,2025-01-01,132,8,11,4,8.2,4.4,8
C0134,2025-02-01,123,8,11,0,0.0,,8
C0134,2025-03-01,145,9,11,2,5.6,4.6,8
C0134,2025-04-01,108,8,11,0,0.0,,8
C0134,2025-05-01,108,8,11,2,17.6,4.3,8
C0134,2025-06-01,121,8,11,5,12.2,4.3,9
C0134,2025-07-01,119,8,11,0,0.0,,9
C0134,2025-08-01,125,8,11,4,11.8,3.8,8
C0135,2024-09-01,514,61,81,8,15.6,4.3,7
C0135,2024-10-01,565,67,81,7,22.7,4.2,7
C0135,2024-11-01,506,60,81,11,6.6,4.1,7
C0135,2024-12-01,514,61,81,12,5.6,4.3,8
C0135,2025-01-01,480,57,81,9,6.4,4.2,7
C0135,2025-02-01,497,59,81,12,10.7,4.1,7
C0135,2025-03-01,293,56,81,9,17.7,3.8,6
C0135,2025-04-01,125,27,81,17,12.7,,5
C0135,2025-05-01,65,14,81,28,13.9,3.3,5
C0135,2025-06-01,32,7,81,18,18.1,3.2,3
C0135,2025-07-01,14,3,81,17,13.6,2.9,3
C0135,2025-08-01,9,2,81,22,19.6,2.6,2
C0136,2024-09-01,418,32,47,9,8.6,4.7,7
C0136,2024-10-01,388,36,47,10,16.0,,8
C0136,2024-11-01,357,35,47,5,16.5,3.9,7
C0136,2024-12-01,444,37,47,7,12.1,4.6,8
C0136,2025-01-01,407,33,47,10,4.4,4.5,8
C0136,2025-02-01,467,36,47,4,19.8,,8
C0136,2025-03-01,436,36,47,8,21.1,4.1,8
C0136,2025-04-01,440,35,47,9,10.4,4.2,8
C0136,2025-05-01,446,35,47,6,11.7,4.6,8
C0136,2025-06-01,429,34,47,6,5.1,4.4,9
C0136,2025-07-01,415,34,47,5,8.7,4.1,9
C0136,2025-08-01,375,35,47,5,7.1,4.6,9
C0137,2024-09-01,98,7,10,1,17.4,4.3,7
C0137,2024-10-01,98,7,10,4,5.5,4.3,7
C0137,2024-11-01,98,7,10,1,7.3,4.4,7
C0137,2024-12-01,98,7,10,1,7.9,4.3,7
C0137,2025-01-01,112,8,10,0,0.0,,7
C0137,2025-02-01,98,7,10,2,14.5,4.1,7
C0137,2025-03-01,98,7,10,1,9.1,4.3,7
C0137,2025-04-01,112,8,10,4,9.4,4.3,7
C0137,2025-05-01,52,6,10,3,16.4,3.8,6
C0137,2025-06-01,0,1,10,0,0.0,,0
C0137,2025-07-01,0,0,10,0,0.0,,0
C0137,2025-08-01,0,0,10,0,0.0,,0
C0138,2024-09-01,1222,98,153,22,10.9,4.4,7
C0138,2024-10-01,1526,117,153,32,7.7,4.1,7
C0138,2024-11-01,1343,115,153,30,8.6,4.6,8
C0138,2024-12-01,1334,107,153,14,8.6,,7
C0138,2025-01-01,1338,108,153,27,9.8,4.3,8
C0138,2025-02-01,1374,112,153,23,16.9,4.6,8
C0138,2025-03-01,1340,113,153,20,13.3,4.2,8
C0138,2025-04-01,1241,107,153,37,5.8,4.2,8
C0138,2025-05-01,1145,103,153,24,11.8,3.9,8
C0138,2025-06-01,1329,120,153,25,9.4,4.8,8
C0138,2025-07-01,1395,115,153,23,13.8,,8
C0138,2025-08-01,1314,111,153,14,10.2,4.2,9
C0139,2024-09-01,246,24,30,12,7.2,4.2,7
C0139,2024-10-01,213,21,30,7,27.7,4.4,7
C0139,2024-11-01,219,21,30,1,9.5,4.8,7
C0139,2024-12-01,207,22,30,4,9.5,,7
C0139,2025-01-01,228,22,30,5,7.5,4.8,8
C0139,2025-02-01,238,22,30,7,12.5,4.0,8
C0139,2025-03-01,220,21,30,6,12.6,4.5,8
C0139,2025-04-01,242,22,30,3,13.0,4.2,8
C0139,2025-05-01,213,21,30,1,8.4,4.4,8
C0139,2025-06-01,212,21,30,10,14.4,,9
C0139,2025-07-01,213,22,30,5,7.6,,9
C0139,2025-08-01,213,21,30,4,11.3,4.0,9
C0140,2024-09-01,251,22,31,3,28.5,4.7,7
C0140,2024-10-01,220,22,31,9,9.2,,7
C0140,2024-11-01,225,21,31,10,9.6,4.3,8
C0140,2024-12-01,278,22,31,2,18.3,4.4,8
C0140,2025-01-01,225,22,31,1,4.4,4.4,7
C0140,2025-02-01,253,22,31,4,7.7,,8
C0140,2025-03-01,209,22,31,1,9.8,4.3,8
C0140,2025-04-01,236,23,31,4,14.5,4.5,8
C0140,2025-05-01,283,24,31,7,9.2,4.9,9
C0140,2025-06-01,246,22,31,2,19.9,4.2,9
C0140,2025-07-01,229,21,31,2,3.9,4.8,9
C0140,2025-08-01,234,22,31,2,9.2,4.8,9
C0141,2024-09-01,563,42,59,6,6.7,4.9,7
C0141,2024-10-01,566,44,59,6,20.6,4.8,8
C0141,2024-11-01,530,43,59,13,3.3,4.6,8
C0141,2024-12-01,650,46,59,11,6.6,3.8,7
C0141,2025-01-01,615,44,59,8,14.9,4.1,8
C0141,2025-02-01,647,46,59,10,22.7,4.3,8
C0141,2025-03-01,534,41,59,4,8.1,5.1,8
C0141,2025-04-01,619,45,59,11,6.3,,8
C0141,2025-05-01,550,44,59,9,8.5,4.5,9
C0141,2025-06-01,551,43,59,1,16.4,4.4,9
C0141,2025-07-01,641,47,59,14,14.3,4.4,8
C0141,2025-08-01,0,1,59,0,0.0,,0
C0142,2024-09-01,228,19,28,6,11.8,,7
C0142,2024-10-01,254,21,28,9,24.9,4.2,7
C0142,2024-11-01,270,21,28,8,6.0,4.8,8
C0142,2024-12-01,251,20,28,9,4.1,4.2,8
C0142,2025-01-01,243,20,28,5,4.5,4.5,8
C0142,2025-02-01,256,19,28,6,7.6,4.5,8
C0142,2025-03-01,282,22,28,6,13.3,4.7,8
C0142,2025-04-01,275,23,28,6,4.5,4.6,8
C0142,2025-05-01,276,23,28,4,6.9,4.4,8
C0142,2025-06-01,270,21,28,5,9.0,4.4,8
C0142,2025-07-01,248,20,28,5,6.7,4.4,8
C0142,2025-08-01,252,22,28,3,4.5,4.6,9
C0143,2024-09-01,207,26,34,7,17.5,4.4,8
C0143,2024-10-01,215,27,34,9,10.8,4.5,8
C0143,2024-11-01,207,26,34,3,8.4,,8
C0143,2024-12-01,222,28,34,9,9.2,4.5,8
C0143,2025-01-01,215,27,34,6,4.7,4.4,8
C0143,2025-02-01,215,27,34,8,7.3,4.5,8
C0143,2025-03-01,215,27,34,6,9.8,,8
C0143,2025-04-01,207,26,34,3,16.4,4.2,8
C0143,2025-05-01,230,29,34,9,6.0,4.1,8
C0143,2025-06-01,32,10,34,20,16.1,3.0,4
C0143,2025-07-01,5,4,34,12,33.7,2.3,2
C0143,2025-08-01,0,1,34,6,34.1,2.1,1
C0144,2024-09-01,265,21,28,5,6.3,4.3,7
C0144,2024-10-01,235,21,28,1,5.5,4.9,7
C0144,2024-11-01,246,21,28,3,9.2,,7
C0144,2024-12-01,245,22,28,6,11.7,4.1,8
C0144,2025-01-01,237,20,28,6,7.5,4.1,8
C0144,2025-02-01,262,22,28,1,13.2,4.6,8
C0144,2025-03-01,259,21,28,4,3.7,4.2,8
C0144,2025-04-01,290,23,28,4,13.6,4.3,8
C0144,2025-05-01,268,22,28,4,5.2,4.3,8
C0144,2025-06-01,266,24,28,7,24.1,4.0,9
C0144,2025-07-01,247,23,28,8,18.9,4.6,9
C0144,2025-08-01,265,22,28,4,16.6,4.3,9
C0145,2024-09-01,130,14,18,2,3.2,,8
C0145,2024-10-01,130,14,18,5,14.8,4.7,8
C0145,2024-11-01,140,15,18,3,11.6,4.2,8
C0145,2024-12-01,140,15,18,6,12.5,4.2,8
C0145,2025-01-01,130,14,18,4,13.4,4.8,8
C0145,2025-02-01,45,8,18,5,25.5,,5
C0145,2025-03-01,23,5,18,5,24.5,2.9,4
C0145,2025-04-01,39,7,18,6,10.9,3.2,4
C0145,2025-05-01,93,10,18,4,5.9,3.9,8
C0145,2025-06-01,112,12,18,4,8.2,4.7,8
C0145,2025-07-01,130,14,18,5,6.1,4.4,8
C0145,2025-08-01,140,15,18,3,13.2,4.8,8
C0146,2024-09-01,50,4,6,0,0.0,,7
C0146,2024-10-01,47,4,6,0,0.0,,7
C0146,2024-11-01,51,4,6,2,16.8,4.5,8
C0146,2024-12-01,46,4,6,3,15.2,4.2,8
C0146,2025-01-01,46,4,6,1,14.9,4.5,8
C0146,2025-02-01,68,5,6,2,4.1,4.2,8
C0146,2025-03-01,55,5,6,3,18.1,4.2,8
C0146,2025-04-01,61,5,6,0,0.0,,8
C0146,2025-05-01,54,4,6,1,5.0,4.4,8
C0146,2025-06-01,61,5,6,3,17.4,4.8,9
C0146,2025-07-01,66,5,6,2,7.6,4.4,8
C0146,2025-08-01,63,5,6,0,0.0,,9
C0147,2024-09-01,170,13,17,1,13.6,4.1,8
C0147,2024-10-01,150,12,17,5,5.7,4.3,7
C0147,2024-11-01,144,12,17,4,10.4,4.1,7
C0147,2024-12-01,126,11,17,3,6.3,3.8,6
C0147,2025-01-01,109,10,17,2,8.7,3.9,6
C0147,2025-02-01,94,9,17,2,8.8,3.7,5
C0147,2025-03-01,89,9,17,1,7.1,3.6,5
C0147,2025-04-01,75,8,17,5,16.4,,4
C0147,2025-05-01,62,7,17,3,6.4,,4
C0147,2025-06-01,58,7,17,4,20.6,3.3,3
C0147,2025-07-01,46,6,17,1,10.2,3.3,3
C0147,2025-08-01,0,1,17,0,0.0,,0
C0148,2024-09-01,132,10,13,1,3.0,4.2,7
C0148,2024-10-01,109,9,13,0,0.0,,7
C0148,2024-11-01,129,10,13,2,8.7,4.7,7
C0148,2024-12-01,122,9,13,4,10.8,4.6,8
C0148,2025-01-01,122,10,13,0,0.0,,7
C0148,2025-02-01,115,9,13,2,11.7,5.0,8
C0148,2025-03-01,124,9,13,3,5.7,,8
C0148,2025-04-01,122,10,13,1,6.5,4.5,8
C0148,2025-05-01,119,9,13,1,14.1,4.6,8
C0148,2025-06-01,109,9,13,2,9.4,4.1,9
C0148,2025-07-01,115,9,13,5,5.8,4.8,8
C0148,2025-08-01,119,9,13,3,5.2,4.3,9
C0149,2024-09-01,383,36,50,6,12.1,4.2,8
C0149,2024-10-01,394,37,50,6,11.4,4.3,7
C0149,2024-11-01,399,36,50,11,6.1,4.2,7
C0149,2024-12-01,464,38,50,9,10.5,4.4,8
C0149,2025-01-01,395,36,50,7,4.9,4.4,8
C0149,2025-02-01,329,34,50,3,11.6,4.2,8
C0149,2025-03-01,393,38,50,6,6.5,4.3,9
C0149,2025-04-01,433,39,50,4,12.1,4.1,8
C0149,2025-05-01,407,37,50,5,11.2,,8
C0149,2025-06-01,480,40,50,4,11.1,,8
C0149,2025-07-01,428,37,50,5,14.0,4.2,9
C0149,2025-08-01,450,39,50,4,17.6,4.5,8
C0150,2024-09-01,488,42,50,12,12.5,4.4,8
C0150,2024-10-01,453,39,50,5,8.3,4.3,8
C0150,2024-11-01,465,40,50,7,11.0,4.3,8
C0150,2024-12-01,453,39,50,8,9.7,4.4,8
C0150,2025-01-01,476,41,50,6,7.9,4.1,8
C0150,2025-02-01,453,39,50,6,19.0,4.2,8
C0150,2025-03-01,476,41,50,11,4.7,4.3,8
C0150,2025-04-01,476,41,50,6,19.1,4.6,8
C0150,2025-05-01,453,39,50,14,9.9,4.3,8
C0150,2025-06-01,70,15,50,22,19.8,3.0,4
