customer_id,industry,company_size,plan,seats,annual_amount,signup_date,contract_end,account_manager,archetype,renewal_status
C0262,服饰鞋包,中型卖家,基础版,33,3960,2023-05-14,2025-04-15,周衡,healthy,已续约
C0263,美妆个护,小微卖家,专业版,14,3080,2023-07-10,2025-07-28,苏芮,login_cliff,未续约
C0264,3C电子,小微卖家,基础版,11,1320,2022-03-20,2025-08-28,陈璐,recovered,已续约
C0265,户外运动,小微卖家,专业版,11,2420,2023-02-22,2025-06-28,苏芮,sudden_churn,未续约
C0266,家居园艺,中型卖家,专业版,48,10560,2024-04-15,2025-08-28,黄炬,healthy,已续约
C0267,美妆个护,中型卖家,基础版,41,4920,2023-01-04,2025-06-15,周衡,healthy,已续约
C0268,汽摩配件,中型卖家,专业版,58,12760,2024-05-15,2025-06-28,周衡,healthy,已续约
C0269,服饰鞋包,小微卖家,基础版,7,840,2023-08-05,2025-05-28,苏芮,ticket_storm,已续约
C0270,户外运动,小微卖家,专业版,19,4180,2022-05-19,2025-03-20,黄炬,healthy,已续约
C0271,美妆个护,小微卖家,专业版,7,1540,2022-10-05,2025-05-28,苏芮,healthy,已续约
C0272,服饰鞋包,大卖/品牌方,专业版,75,16500,2023-11-12,2025-05-20,陈璐,healthy,已续约
C0273,服饰鞋包,小微卖家,基础版,19,2280,2023-09-06,2025-04-15,周衡,login_cliff,未续约
C0274,工业品,大卖/品牌方,专业版,94,20680,2023-07-30,2025-07-20,周衡,healthy,已续约
C0275,服饰鞋包,中型卖家,专业版,57,12540,2022-07-22,2025-04-20,周衡,login_cliff,已续约
C0276,工业品,大卖/品牌方,旗舰版,118,42480,2023-12-20,2025-08-28,林一,gradual_decline,未续约
C0277,家居园艺,中型卖家,专业版,32,7040,2023-06-03,2025-06-28,周衡,healthy,已续约
C0278,户外运动,小微卖家,基础版,12,1440,2022-04-25,2025-05-28,周衡,healthy,已续约
C0279,家居园艺,小微卖家,专业版,17,3740,2024-06-05,2025-06-28,林一,healthy,已续约
C0280,服饰鞋包,小微卖家,专业版,18,3960,2022-09-05,2025-07-28,林一,healthy,已续约
C0281,美妆个护,小微卖家,专业版,5,1100,2022-04-03,2025-03-28,苏芮,ticket_storm,已续约
C0282,家居园艺,小微卖家,基础版,11,1320,2023-12-24,2025-06-20,林一,healthy,已续约
C0283,3C电子,大卖/品牌方,专业版,61,13420,2023-09-06,2025-03-20,陈璐,gradual_decline,未续约
C0284,美妆个护,中型卖家,专业版,58,12760,2024-05-07,2025-08-28,周衡,healthy,已续约
C0285,家居园艺,小微卖家,基础版,9,1080,2023-10-23,2025-03-28,陈璐,gradual_decline,未续约
C0286,户外运动,小微卖家,基础版,13,1560,2023-08-03,2025-04-15,苏芮,healthy,已续约
C0287,母婴玩具,中型卖家,基础版,51,6120,2024-02-18,2025-05-15,苏芮,gradual_decline,未续约
C0288,服饰鞋包,小微卖家,基础版,13,1560,2023-02-14,2025-03-28,林一,gradual_decline,未续约
C0289,母婴玩具,大卖/品牌方,基础版,77,9240,2023-07-02,2025-08-28,林一,healthy,已续约
C0290,汽摩配件,大卖/品牌方,基础版,147,17640,2023-11-18,2025-07-20,林一,recovered,已续约
C0291,工业品,中型卖家,基础版,56,6720,2022-03-02,2025-08-28,苏芮,gradual_decline,未续约
C0292,美妆个护,小微卖家,专业版,12,2640,2022-05-19,2025-06-15,苏芮,healthy,已续约
C0293,户外运动,中型卖家,专业版,23,5060,2023-10-13,2025-06-28,陈璐,sudden_churn,未续约
C0294,工业品,中型卖家,基础版,58,6960,2022-06-07,2025-05-28,苏芮,healthy,已续约
C0295,汽摩配件,中型卖家,基础版,38,4560,2024-05-02,2025-08-15,陈璐,healthy,已续约
C0296,母婴玩具,小微卖家,专业版,12,2640,2024-04-14,2025-03-28,林一,healthy,已续约
C0297,工业品,小微卖家,基础版,15,1800,2023-08-27,2025-07-20,陈璐,healthy,已续约
C0298,3C电子,中型卖家,专业版,25,5500,2022-09-14,2025-06-28,林一,healthy,已续约
C0299,家居园艺,中型卖家,基础版,53,6360,2023-12-22,2025-08-28,苏芮,healthy,已续约
C0300,3C电子,大卖/品牌方,专业版,88,19360,2022-05-08,2025-04-28,林一,gradual_decline,未续约
C0301,3C电子,小微卖家,基础版,15,1800,2022-07-08,2025-05-15,周衡,healthy,已续约
C0302,家居园艺,小微卖家,基础版,15,1800,2023-07-07,2025-04-28,陈璐,healthy,未续约
C0303,3C电子,小微卖家,基础版,14,1680,2022-10-30,2025-05-28,陈璐,login_cliff,已续约
C0304,母婴玩具,小微卖家,专业版,8,1760,2023-06-19,2025-03-28,苏芮,gradual_decline,未续约
C0305,服饰鞋包,小微卖家,基础版,12,1440,2022-03-29,2025-07-20,黄炬,healthy,已续约
C0306,3C电子,中型卖家,专业版,56,12320,2022-09-14,2025-07-15,周衡,healthy,已续约
C0307,汽摩配件,大卖/品牌方,基础版,123,14760,2022-11-26,2025-05-20,周衡,healthy,已续约
C0308,3C电子,小微卖家,旗舰版,7,2520,2022-01-15,2025-03-28,林一,ticket_storm,未续约
C0309,服饰鞋包,中型卖家,旗舰版,53,19080,2022-09-19,2025-05-28,林一,healthy,已续约
C0310,3C电子,大卖/品牌方,基础版,138,16560,2023-03-30,2025-03-28,周衡,login_cliff,未续约
C0311,汽摩配件,中型卖家,旗舰版,36,12960,2024-05-26,2025-04-20,周衡,healthy,已续约
C0312,母婴玩具,小微卖家,基础版,11,1320,2024-02-09,2025-08-28,陈璐,healthy,已续约
C0313,工业品,小微卖家,基础版,12,1440,2022-06-29,2025-03-28,陈璐,healthy,已续约
C0314,服饰鞋包,中型卖家,基础版,40,4800,2023-08-31,2025-05-28,周衡,healthy,已续约
C0315,服饰鞋包,中型卖家,专业版,34,7480,2023-08-11,2025-05-28,黄炬,healthy,已续约
C0316,家居园艺,小微卖家,旗舰版,11,3960,2022-11-05,2025-07-28,周衡,healthy,已续约
C0317,3C电子,小微卖家,专业版,12,2640,2022-11-06,2025-03-28,黄炬,healthy,已续约
C0318,汽摩配件,中型卖家,专业版,36,7920,2023-10-05,2025-07-20,周衡,healthy,已续约
C0319,3C电子,中型卖家,专业版,33,7260,2023-12-05,2025-04-28,苏芮,healthy,未续约
C0320,3C电子,大卖/品牌方,基础版,85,10200,2022-02-05,2025-08-28,苏芮,healthy,已续约
C0321,服饰鞋包,小微卖家,基础版,8,960,2022-09-03,2025-04-20,陈璐,ticket_storm,未续约
C0322,服饰鞋包,小微卖家,基础版,9,1080,2022-03-22,2025-06-28,陈璐,healthy,已续约
C0323,户外运动,大卖/品牌方,旗舰版,80,28800,2022-02-10,2025-06-15,周衡,healthy,已续约
C0324,服饰鞋包,中型卖家,专业版,49,10780,2024-01-30,2025-05-20,林一,sudden_churn,未续约
C0325,户外运动,中型卖家,基础版,37,4440,2022-03-03,2025-08-28,林一,healthy,已续约
C0326,工业品,中型卖家,基础版,31,3720,2023-08-14,2025-03-28,苏芮,healthy,已续约
C0327,户外运动,中型卖家,旗舰版,50,18000,2022-11-10,2025-03-15,陈璐,ticket_storm,已续约
C0328,服饰鞋包,小微卖家,基础版,11,1320,2022-08-27,2025-08-28,黄炬,healthy,已续约
C0329,母婴玩具,小微卖家,旗舰版,11,3960,2024-04-05,2025-05-15,陈璐,ticket_storm,已续约
C0330,家居园艺,小微卖家,基础版,10,1200,2023-03-29,2025-03-28,苏芮,gradual_decline,未续约
C0331,家居园艺,小微卖家,专业版,10,2200,2024-05-18,2025-04-15,黄炬,healthy,已续约
C0332,户外运动,大卖/品牌方,专业版,76,16720,2022-05-08,2025-08-28,周衡,healthy,已续约
C0333,母婴玩具,中型卖家,基础版,26,3120,2022-05-30,2025-08-20,林一,healthy,已续约
C0334,家居园艺,中型卖家,基础版,33,3960,2023-06-23,2025-04-20,林一,healthy,已续约
C0335,家居园艺,小微卖家,专业版,6,1320,2022-12-08,2025-03-28,黄炬,healthy,已续约
C0336,汽摩配件,小微卖家,基础版,6,720,2023-06-13,2025-05-15,周衡,healthy,已续约
C0337,3C电子,小微卖家,旗舰版,11,3960,2023-11-19,2025-05-28,黄炬,healthy,已续约
C0338,家居园艺,大卖/品牌方,基础版,149,17880,2022-04-13,2025-06-20,苏芮,login_cliff,未续约
C0339,服饰鞋包,小微卖家,专业版,19,4180,2023-10-26,2025-05-28,林一,healthy,已续约
C0340,汽摩配件,小微卖家,专业版,14,3080,2022-03-02,2025-06-28,林一,healthy,已续约
C0341,服饰鞋包,中型卖家,基础版,46,5520,2023-12-21,2025-08-20,苏芮,healthy,已续约
C0342,母婴玩具,小微卖家,基础版,19,2280,2022-11-28,2025-08-28,周衡,healthy,已续约
C0343,3C电子,小微卖家,基础版,9,1080,2023-08-22,2025-05-28,林一,healthy,已续约
C0344,服饰鞋包,中型卖家,基础版,29,3480,2022-11-07,2025-07-28,黄炬,healthy,已续约
C0345,服饰鞋包,中型卖家,旗舰版,50,18000,2022-09-27,2025-06-28,黄炬,healthy,已续约
C0346,户外运动,小微卖家,基础版,19,2280,2023-09-21,2025-06-20,黄炬,healthy,已续约
C0347,3C电子,中型卖家,基础版,38,4560,2023-09-26,2025-07-28,周衡,healthy,已续约
C0348,户外运动,大卖/品牌方,专业版,152,33440,2023-07-06,2025-05-15,周衡,healthy,已续约
C0349,母婴玩具,小微卖家,专业版,17,3740,2023-10-01,2025-04-28,黄炬,ticket_storm,未续约
C0350,美妆个护,小微卖家,基础版,18,2160,2022-11-02,2025-07-15,陈璐,healthy,已续约
C0351,3C电子,大卖/品牌方,专业版,80,17600,2022-03-16,2025-04-28,陈璐,healthy,已续约
C0352,工业品,中型卖家,专业版,28,6160,2022-10-04,2025-06-28,苏芮,gradual_decline,已续约
C0353,户外运动,小微卖家,基础版,5,600,2024-05-09,2025-07-20,黄炬,healthy,已续约
C0354,户外运动,中型卖家,专业版,54,11880,2023-01-28,2025-03-28,苏芮,healthy,已续约
C0355,服饰鞋包,中型卖家,旗舰版,40,14400,2023-07-11,2025-08-20,林一,gradual_decline,已续约
C0356,服饰鞋包,小微卖家,基础版,7,840,2022-09-16,2025-04-28,林一,recovered,未续约
C0357,家居园艺,大卖/品牌方,基础版,136,16320,2024-05-07,2025-03-28,周衡,healthy,已续约
C0358,3C电子,小微卖家,旗舰版,9,3240,2022-07-08,2025-03-28,林一,healthy,已续约
C0359,家居园艺,中型卖家,基础版,42,5040,2022-10-09,2025-07-28,林一,gradual_decline,已续约
C0360,服饰鞋包,中型卖家,旗舰版,53,19080,2022-11-29,2025-06-28,苏芮,healthy,已续约
C0361,3C电子,小微卖家,专业版,6,1320,2024-05-03,2025-04-28,苏芮,healthy,已续约
C0362,3C电子,大卖/品牌方,专业版,67,14740,2022-03-22,2025-04-28,黄炬,sudden_churn,未续约
C0363,母婴玩具,小微卖家,专业版,5,1100,2023-11-23,2025-05-28,苏芮,login_cliff,已续约
C0364,家居园艺,中型卖家,旗舰版,36,12960,2022-05-16,2025-06-20,黄炬,healthy,已续约
C0365,家居园艺,大卖/品牌方,专业版,65,14300,2024-04-06,2025-07-15,陈璐,login_cliff,未续约
C0366,服饰鞋包,小微卖家,专业版,8,1760,2023-02-21,2025-05-28,苏芮,healthy,已续约
C0367,服饰鞋包,小微卖家,基础版,9,1080,2023-12-27,2025-08-28,苏芮,healthy,已续约
C0368,3C电子,中型卖家,专业版,23,5060,2022-08-02,2025-05-28,周衡,healthy,已续约
C0369,3C电子,中型卖家,旗舰版,20,7200,2022-08-31,2025-03-28,苏芮,login_cliff,未续约
C0370,3C电子,中型卖家,专业版,53,11660,2022-11-20,2025-06-28,陈璐,ticket_storm,未续约
C0371,工业品,小微卖家,基础版,13,1560,2023-03-30,2025-03-28,周衡,healthy,已续约
C0372,美妆个护,中型卖家,专业版,38,8360,2024-03-14,2025-05-20,陈璐,healthy,已续约
C0373,家居园艺,小微卖家,基础版,8,960,2023-04-26,2025-08-28,苏芮,healthy,已续约
C0374,工业品,小微卖家,专业版,18,3960,2023-03-15,2025-05-28,陈璐,ticket_storm,未续约
C0375,家居园艺,小微卖家,旗舰版,8,2880,2023-11-18,2025-03-28,林一,gradual_decline,未续约
C0376,户外运动,小微卖家,旗舰版,18,6480,2023-10-16,2025-03-28,林一,ticket_storm,已续约
C0377,美妆个护,中型卖家,专业版,47,10340,2024-03-13,2025-07-20,周衡,healthy,已续约
C0378,服饰鞋包,中型卖家,旗舰版,22,7920,2023-06-13,2025-04-15,周衡,healthy,已续约
C0379,户外运动,大卖/品牌方,基础版,103,12360,2022-01-06,2025-04-15,周衡,login_cliff,未续约
C0380,家居园艺,中型卖家,基础版,39,4680,2022-12-30,2025-08-28,苏芮,healthy,已续约
C0381,美妆个护,中型卖家,专业版,43,9460,2022-09-14,2025-12-15,苏芮,gradual_decline,待续约
C0382,家居园艺,中型卖家,基础版,24,2880,2022-09-03,2025-12-28,黄炬,login_cliff,待续约
C0383,美妆个护,小微卖家,专业版,18,3960,2022-06-13,2025-09-28,苏芮,sudden_churn,待续约
C0384,母婴玩具,中型卖家,专业版,31,6820,2022-11-01,2025-11-28,黄炬,healthy,待续约
C0385,户外运动,中型卖家,基础版,54,6480,2022-10-25,2025-09-15,林一,healthy,待续约
C0386,3C电子,小微卖家,旗舰版,10,3600,2023-03-31,2025-12-28,黄炬,healthy,待续约
C0387,服饰鞋包,中型卖家,基础版,24,2880,2024-01-23,2025-12-20,黄炬,healthy,待续约
C0388,3C电子,中型卖家,旗舰版,27,9720,2022-12-28,2025-09-28,黄炬,healthy,待续约
C0389,汽摩配件,中型卖家,专业版,56,12320,2023-08-02,2025-09-15,黄炬,healthy,待续约
C0390,家居园艺,小微卖家,专业版,16,3520,2024-05-05,2025-10-20,苏芮,healthy,待续约
C0391,3C电子,大卖/品牌方,旗舰版,87,31320,2022-02-20,2025-11-15,苏芮,healthy,待续约
C0392,家居园艺,小微卖家,基础版,8,960,2022-03-29,2025-11-28,陈璐,healthy,待续约
C0393,3C电子,小微卖家,专业版,17,3740,2024-06-14,2025-09-28,林一,ticket_storm,待续约
C0394,家居园艺,小微卖家,专业版,9,1980,2024-03-31,2025-10-28,黄炬,healthy,待续约
C0395,汽摩配件,中型卖家,专业版,56,12320,2023-04-30,2025-11-15,苏芮,healthy,待续约
C0396,美妆个护,小微卖家,旗舰版,18,6480,2023-06-12,2025-09-15,林一,healthy,待续约
C0397,3C电子,中型卖家,专业版,35,7700,2022-01-01,2025-10-28,陈璐,healthy,待续约
C0398,服饰鞋包,中型卖家,基础版,21,2520,2024-05-22,2025-10-28,苏芮,healthy,待续约
C0399,服饰鞋包,中型卖家,专业版,32,7040,2022-04-09,2025-11-15,黄炬,healthy,待续约
C0400,服饰鞋包,中型卖家,基础版,29,3480,2022-08-25,2025-10-28,黄炬,ticket_storm,待续约
C0401,美妆个护,中型卖家,专业版,21,4620,2022-08-12,2025-11-15,苏芮,healthy,待续约
C0402,服饰鞋包,小微卖家,基础版,11,1320,2023-08-13,2025-09-20,陈璐,healthy,待续约
C0403,家居园艺,中型卖家,专业版,20,4400,2022-11-30,2025-11-28,苏芮,gradual_decline,待续约
C0404,美妆个护,大卖/品牌方,基础版,73,8760,2024-04-13,2025-10-28,陈璐,healthy,待续约
C0405,3C电子,小微卖家,基础版,17,2040,2023-06-26,2025-10-20,陈璐,healthy,待续约
C0406,3C电子,中型卖家,基础版,54,6480,2023-11-22,2025-11-20,苏芮,sudden_churn,待续约
C0407,3C电子,小微卖家,旗舰版,14,5040,2023-03-23,2025-09-28,周衡,healthy,待续约
C0408,汽摩配件,大卖/品牌方,基础版,143,17160,2023-08-24,2025-11-28,苏芮,healthy,待续约
C0409,3C电子,小微卖家,专业版,16,3520,2023-12-25,2025-09-15,苏芮,recovered,待续约
C0410,服饰鞋包,大卖/品牌方,专业版,112,24640,2023-03-20,2025-10-15,林一,healthy,待续约
C0411,家居园艺,小微卖家,旗舰版,9,3240,2023-05-18,2025-12-20,黄炬,ticket_storm,待续约
C0412,母婴玩具,大卖/品牌方,基础版,118,14160,2024-04-18,2025-12-28,林一,healthy,待续约
C0413,家居园艺,小微卖家,基础版,11,1320,2023-08-26,2025-09-20,林一,healthy,待续约
C0414,家居园艺,大卖/品牌方,专业版,129,28380,2023-04-14,2025-09-28,陈璐,healthy,待续约
C0415,服饰鞋包,中型卖家,基础版,38,4560,2023-10-04,2025-11-20,苏芮,sudden_churn,待续约
C0416,家居园艺,大卖/品牌方,基础版,142,17040,2024-03-04,2025-10-15,黄炬,healthy,待续约
C0417,美妆个护,中型卖家,旗舰版,51,18360,2022-06-09,2025-10-28,黄炬,healthy,待续约
C0418,户外运动,中型卖家,旗舰版,28,10080,2022-12-21,2025-10-28,周衡,login_cliff,待续约
C0419,服饰鞋包,中型卖家,基础版,24,2880,2024-04-01,2025-10-28,陈璐,healthy,待续约
C0420,家居园艺,中型卖家,旗舰版,44,15840,2022-03-05,2025-11-28,陈璐,healthy,待续约
C0421,美妆个护,小微卖家,基础版,12,1440,2023-03-25,2025-10-28,周衡,gradual_decline,待续约
C0422,家居园艺,中型卖家,专业版,47,10340,2023-11-03,2025-09-28,苏芮,healthy,待续约
C0423,母婴玩具,小微卖家,专业版,17,3740,2023-08-22,2025-10-15,苏芮,healthy,待续约
C0424,服饰鞋包,中型卖家,基础版,39,4680,2023-04-06,2025-09-20,陈璐,healthy,待续约
C0425,母婴玩具,大卖/品牌方,旗舰版,98,35280,2022-06-11,2025-09-20,黄炬,healthy,待续约
C0426,3C电子,小微卖家,旗舰版,17,6120,2023-09-12,2025-11-28,林一,healthy,待续约
C0427,母婴玩具,中型卖家,专业版,35,7700,2023-04-02,2025-12-28,陈璐,healthy,待续约
C0428,3C电子,中型卖家,旗舰版,22,7920,2022-08-11,2025-10-28,黄炬,healthy,待续约
C0429,母婴玩具,小微卖家,专业版,7,1540,2023-04-19,2025-12-28,林一,healthy,待续约
C0430,家居园艺,中型卖家,专业版,30,6600,2022-11-16,2025-11-28,周衡,healthy,待续约
C0431,户外运动,中型卖家,基础版,26,3120,2022-05-24,2025-10-28,黄炬,healthy,待续约
C0432,3C电子,小微卖家,专业版,5,1100,2022-10-28,2025-11-28,周衡,healthy,待续约
C0433,3C电子,中型卖家,专业版,38,8360,2022-03-25,2025-11-20,林一,healthy,待续约
C0434,母婴玩具,小微卖家,专业版,17,3740,2022-11-21,2025-10-15,林一,healthy,待续约
C0435,3C电子,中型卖家,基础版,28,3360,2024-05-01,2025-09-28,苏芮,healthy,待续约
C0436,母婴玩具,小微卖家,旗舰版,11,3960,2023-12-19,2025-12-20,周衡,healthy,待续约
C0437,美妆个护,中型卖家,专业版,47,10340,2023-11-07,2025-12-15,林一,healthy,待续约
C0438,服饰鞋包,小微卖家,旗舰版,12,4320,2023-02-05,2025-09-15,林一,healthy,待续约
C0439,工业品,小微卖家,专业版,17,3740,2022-07-16,2025-12-28,林一,gradual_decline,待续约
C0440,户外运动,小微卖家,专业版,13,2860,2023-04-08,2025-09-28,周衡,healthy,待续约
C0441,3C电子,小微卖家,专业版,7,1540,2022-07-18,2025-10-28,陈璐,healthy,待续约
C0442,美妆个护,中型卖家,专业版,43,9460,2024-04-21,2025-10-28,周衡,healthy,待续约
C0443,3C电子,中型卖家,旗舰版,53,19080,2023-12-29,2025-12-28,周衡,ticket_storm,待续约
C0444,美妆个护,小微卖家,专业版,16,3520,2023-11-25,2025-10-20,林一,healthy,待续约
C0445,3C电子,中型卖家,基础版,39,4680,2022-09-07,2025-09-15,陈璐,healthy,待续约
C0446,户外运动,小微卖家,基础版,5,600,2022-02-10,2025-09-20,陈璐,sudden_churn,待续约
C0447,3C电子,小微卖家,专业版,15,3300,2023-04-15,2025-10-15,周衡,healthy,待续约
C0448,服饰鞋包,大卖/品牌方,基础版,127,15240,2023-09-04,2025-11-28,黄炬,healthy,待续约
C0449,工业品,中型卖家,专业版,58,12760,2022-08-09,2025-09-20,黄炬,healthy,待续约
C0450,户外运动,小微卖家,专业版,13,2860,2023-02-21,2025-09-20,苏芮,healthy,待续约
C0451,美妆个护,中型卖家,基础版,47,5640,2023-04-16,2025-10-15,林一,healthy,待续约
C0452,户外运动,小微卖家,基础版,16,1920,2022-08-09,2025-12-28,陈璐,ticket_storm,待续约
C0453,服饰鞋包,小微卖家,专业版,13,2860,2023-10-10,2025-10-15,陈璐,healthy,待续约
C0454,服饰鞋包,中型卖家,基础版,41,4920,2023-11-14,2025-10-20,周衡,healthy,待续约
C0455,服饰鞋包,中型卖家,专业版,46,10120,2024-05-31,2025-10-15,周衡,gradual_decline,待续约
C0456,服饰鞋包,小微卖家,基础版,17,2040,2022-04-22,2025-12-28,苏芮,healthy,待续约
C0457,汽摩配件,小微卖家,专业版,13,2860,2024-03-12,2025-10-28,林一,healthy,待续约
C0458,服饰鞋包,小微卖家,基础版,6,720,2022-09-05,2025-09-28,陈璐,healthy,待续约
C0459,3C电子,小微卖家,基础版,12,1440,2022-10-11,2025-11-28,陈璐,healthy,待续约
C0460,家居园艺,小微卖家,基础版,12,1440,2024-04-27,2025-10-28,苏芮,healthy,待续约
C0461,3C电子,大卖/品牌方,专业版,72,15840,2023-08-04,2025-11-28,黄炬,gradual_decline,待续约
C0462,3C电子,大卖/品牌方,基础版,146,17520,2023-07-15,2025-11-28,林一,healthy,待续约
C0463,汽摩配件,小微卖家,旗舰版,10,3600,2023-03-10,2025-10-15,苏芮,healthy,待续约
C0464,工业品,小微卖家,旗舰版,10,3600,2023-05-27,2025-11-15,黄炬,healthy,待续约
C0465,家居园艺,中型卖家,专业版,25,5500,2022-10-25,2025-09-20,陈璐,healthy,待续约
C0466,母婴玩具,小微卖家,专业版,16,3520,2024-06-18,2025-11-28,黄炬,gradual_decline,待续约
C0467,美妆个护,小微卖家,专业版,7,1540,2022-08-18,2025-11-28,周衡,healthy,待续约
C0468,服饰鞋包,中型卖家,专业版,43,9460,2022-07-06,2025-12-28,苏芮,healthy,待续约
C0469,美妆个护,中型卖家,基础版,55,6600,2023-10-03,2025-09-20,陈璐,healthy,待续约
C0470,3C电子,大卖/品牌方,基础版,73,8760,2024-01-04,2025-12-28,苏芮,healthy,待续约
C0471,服饰鞋包,小微卖家,专业版,9,1980,2022-01-19,2025-12-15,黄炬,gradual_decline,待续约
C0472,3C电子,中型卖家,基础版,38,4560,2024-04-02,2025-12-28,林一,healthy,待续约
C0473,3C电子,小微卖家,基础版,10,1200,2023-09-05,2025-12-28,苏芮,healthy,待续约
C0474,工业品,小微卖家,专业版,6,1320,2022-08-20,2025-12-28,陈璐,healthy,待续约
C0475,服饰鞋包,中型卖家,基础版,32,3840,2022-08-18,2025-10-28,苏芮,healthy,待续约
C0476,3C电子,大卖/品牌方,专业版,100,22000,2024-01-08,2025-09-15,苏芮,healthy,待续约
C0477,户外运动,大卖/品牌方,专业版,131,28820,2024-01-17,2025-10-15,林一,healthy,待续约
C0478,美妆个护,小微卖家,基础版,12,1440,2022-02-24,2025-12-28,黄炬,healthy,待续约
C0479,美妆个护,中型卖家,专业版,26,5720,2022-05-07,2025-10-20,周衡,healthy,待续约
C0480,家居园艺,中型卖家,专业版,25,5500,2022-07-09,2025-12-20,苏芮,sudden_churn,待续约
C0481,母婴玩具,中型卖家,基础版,23,2760,2022-09-10,2025-11-28,林一,healthy,待续约
C0482,户外运动,中型卖家,基础版,33,3960,2022-03-13,2025-12-15,陈璐,login_cliff,待续约
C0483,汽摩配件,中型卖家,专业版,31,6820,2023-04-21,2025-10-20,苏芮,healthy,待续约
C0484,汽摩配件,小微卖家,基础版,11,1320,2022-07-31,2025-10-28,陈璐,healthy,待续约
C0485,家居园艺,中型卖家,基础版,49,5880,2023-01-09,2025-09-28,陈璐,healthy,待续约
C0486,母婴玩具,中型卖家,基础版,38,4560,2023-12-12,2025-10-28,陈璐,healthy,待续约
C0487,服饰鞋包,大卖/品牌方,专业版,85,18700,2023-10-08,2025-11-20,林一,healthy,待续约
C0488,3C电子,中型卖家,基础版,29,3480,2024-04-11,2025-11-15,周衡,healthy,待续约
C0489,户外运动,大卖/品牌方,专业版,104,22880,2022-10-11,2025-11-15,黄炬,healthy,待续约
C0490,服饰鞋包,大卖/品牌方,基础版,142,17040,2023-08-07,2025-09-15,苏芮,ticket_storm,待续约
C0491,家居园艺,中型卖家,基础版,44,5280,2024-01-30,2025-09-28,陈璐,gradual_decline,待续约
C0492,美妆个护,小微卖家,基础版,7,840,2024-03-05,2025-10-28,林一,recovered,待续约
C0493,服饰鞋包,小微卖家,专业版,11,2420,2022-03-01,2025-10-28,林一,healthy,待续约
C0494,工业品,中型卖家,专业版,23,5060,2024-02-22,2025-09-20,苏芮,healthy,待续约
C0495,美妆个护,中型卖家,基础版,33,3960,2022-08-03,2025-09-28,林一,healthy,待续约
C0496,美妆个护,中型卖家,专业版,41,9020,2022-10-12,2025-12-28,周衡,healthy,待续约
C0497,家居园艺,大卖/品牌方,旗舰版,105,37800,2022-06-02,2025-12-28,黄炬,healthy,待续约
C0498,工业品,中型卖家,基础版,30,3600,2022-03-17,2025-10-28,苏芮,gradual_decline,待续约
C0499,3C电子,大卖/品牌方,基础版,85,10200,2022-02-18,2025-12-15,苏芮,gradual_decline,待续约
C0500,美妆个护,中型卖家,基础版,48,5760,2023-08-05,2025-10-28,林一,healthy,待续约
